Election_Date,Circoscrizione,Provincia,Comune
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,TORRAZZO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,TRICERRO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,TRINO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,TRIVERO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,TRONZANO VERCELLESE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,FRASSINELLO MONFERRATO
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,CERANESI
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,CHIAVARI
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,RIMELLA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,RIVA VALDOBBIA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,RIVE
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,ROASIO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,RONCO BIELLESE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BARDONECCHIA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BARONE CANAVESE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BEINASCO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BIBIANA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BOBBIO PELLICE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CANISCHIO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CANTALUPA
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,CICAGNA
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,COGOLETO
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,COGORNO
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,COREGLIA LIGURE
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,CROCEFIESCHI
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CARIGNANO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,VOCCA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,ZIMONE
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,ZUBIENA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,ZUMAGLIA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MIRABELLO MONFERRATO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MOLARE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MOLINO DEI TORTI
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MOMBELLO MONFERRATO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MOMPERONE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONCESTINO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BOLLENGO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BORGARO TORINESE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BORGIALLO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BORGOFRANCO D'IVREA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONGIARDINO LIGURE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONLEALE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONTACUTO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONTALDEO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONTALDO BORMIDA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CAPRIE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CARAVINO
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BANNIO ANZINO
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BARENGO
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BAVENO
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BEE
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BELGIRATE
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BELLINZAGO NOVARESE
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BEURA-CARDEZZA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CAPRIATA D'ORBA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CERESETO
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BIANDRATE
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BOCA
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BOGNANCO
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BOGOGNO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CALUSO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CAMBIANO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CAMPIGLIONE-FENILE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CANDIA CANAVESE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CANDIOLO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,BALZOLA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CERES
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CERESOLE REALE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,TRANA
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,ANTRONA SCHIERANCO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,CUNEO,CASTELNUOVO DI CEVA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,CUNEO,CASTIGLIONE FALLETTO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,CUNEO,CASTIGLIONE TINELLA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,CUNEO,CASTINO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,CUNEO,CAVALLERLEONE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,CUNEO,CAVALLERMAGGIORE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,CUNEO,CELLE DI MACRA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,CUNEO,CENTALLO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,CUNEO,CERESOLE ALBA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,CUNEO,CERRETTO DELLE LANGHE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,CUNEO,CERVASCA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,AGLIE'
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,STRONA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BRUSASCO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BRUZOLO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BURIASCO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BUROLO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BUSANO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BUSSOLENO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BUTTIGLIERA ALTA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CAFASSE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,ALICE SUPERIORE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,ALMESE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,TORINO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,TORRAZZA PIEMONTE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,TORRE CANAVESE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VOLVERA
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,AGRATE CONTURBIA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,TRAUSELLA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,ROVASENDA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SABBIA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SAGLIANO MICCA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SALA BIELLESE
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SALASCO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SALI VERCELLESE
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SALUGGIA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SALUSSOLA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SANDIGLIANO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,ARIGNANO
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,FONTANIGORDA
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,DAVAGNA
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,FASCIA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VICO CANAVESE
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SAN GERMANO VERCELLESE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CASTELLETTO MONFERRATO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CASTELNUOVO BORMIDA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CASTELNUOVO SCRIVIA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CASTELSPINA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CAVATORE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONTE CASTELLO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONTECHIARO D'ACQUI
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,BASALUZZO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BRICHERASIO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BROSSO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BROZOLO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BRUINO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VILLAR PEROSA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VILLASTELLONE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VINOVO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VIRLE PIEMONTE
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,PIATTO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,PIEDICAVALLO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BRANDIZZO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CASTELNUOVO NIGRA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CASTIGLIONE TORINESE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CAVAGNOLO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CAVOUR
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CERCENASCO
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,ANZOLA D'OSSOLA
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,ARIZZANO
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,ARMENO
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,AROLA
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,ARONA
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,AURANO
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BACENO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SAN PAOLO CERVO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SANTHIA'
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SCOPA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VISCHE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VISTRORIO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VIU'
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VOLPIANO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,FAVRIA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,FELETTO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,FENESTRELLE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,FIANO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,FIORANO CANAVESE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,FOGLIZZO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,FORNO CANAVESE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,FRASSINETTO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CERRINA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CONIOLO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CONZANO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,COSTA VESCOVATO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CREMOLINO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CUCCARO MONFERRATO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,DENICE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,DERNICE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,FABBRICA CURONE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,FELIZZANO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,FRACONALTO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SCOPELLO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SELVE MARCONE
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SERRAVALLE SESIA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SOPRANA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SORDEVOLO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,SOSTEGNO
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,GENOVA
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,GORRETO
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,ISOLA DEL CANTONE
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,LAVAGNA
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,LEIVI
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,LORSICA
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,LUMARZO
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,MASONE
1963-04-28,GENOVA-IMPERIA-LA SPEZIA-SAVONA,GENOVA,MELE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,FRONT
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,GALLIATE
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,GARBAGNA NOVARESE
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,GARGALLO
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,GATTICO
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,GERMAGNO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,TRAVERSELLA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,TRAVES
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,TROFARELLO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,USSEAUX
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,USSEGLIO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VAIE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VAL DELLA TORRE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VALGIOIE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VALLO TORINESE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,FRANCAVILLA BISIO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,FRASCARO
1963-04-28,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,SAN SALVO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,ROSSA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,POLLONE
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,PONDERANO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,PORTULA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,POSTUA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,PRALUNGO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,PRAROLO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,PRAY
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,QUAREGNA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VALPERGA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VALPRATO SOANA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VARISELLA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,PEZZANA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,ARQUATA SCRIVIA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,AVOLASCA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,ROSAZZA
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BRIGA NOVARESE
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BRIONA
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BROVELLO-CARPUGNINO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,VALDENGO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,VALDUGGIA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,VALLANZENGO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,VALLE MOSSO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,VALLE SAN NICOLAO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,VARALLO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,QUARONA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,QUINTO VERCELLESE
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,QUITTENGO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,RASSA
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,RIMA SAN GIUSEPPE
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,RIMASCO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,RONSECCO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,ROPPOLO
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BORGOMANERO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,VEGLIO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,VERCELLI
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,VERRONE
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,VIGLIANO BIELLESE
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,VILLA DEL BOSCO
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,VILLANOVA BIELLESE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VESTIGNE'
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,VIALFRE'
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,CAVALLIRIO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,BASSIGNANA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,BELFORTE MONFERRATO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,BERGAMASCO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,BERZANO DI TORTONA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,BISTAGNO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,BORGHETTO DI BORBERA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,BORGORATTO ALESSANDRINO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,BORGO SAN MARTINO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,BOSCO MARENGO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,BOSIO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,BOZZOLE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CELLA MONTE
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,TAVIGLIANO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BORGOMASINO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BORGONE SUSA
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,AMENO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,CAREMA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,BRIGNANO FRASCATA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CABELLA LIGURE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CAMAGNA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CAMINO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,CANTALUPO LIGURE
1963-04-28,TORINO-NOVARA-VERCELLI,VERCELLI,STROPPIANA
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,BORGO TICINO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,ALPETTE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,ALPIGNANO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,AVIGLIANA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,AZEGLIO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BAIRO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BALANGERO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BALDISSERO CANAVESE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BALDISSERO TORINESE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BALME
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BANCHETTE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BARBANIA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,TORRE PELLICE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,BOSCONERO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,ANDEZENO
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,ANDRATE
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,AIRASCA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,ALA DI STURA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,ALBIANO D'IVREA
1963-04-28,TORINO-NOVARA-VERCELLI,TORINO,ANGROGNA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,ROCCAFORTE LIGURE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,ROCCA GRIMALDA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,ROCCHETTA LIGURE
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,ROSIGNANO MONFERRATO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,SALA MONFERRATO
1963-04-28,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,SALE
1963-04-28,TORINO-NOVARA-VERCELLI,NOVARA,CAVAGLIO D'AGOGNA
1963-04-28,CUNEO-ALESSANDRIA-ASTI,CUNEO,BERGOLO
