Election_Date,Circoscrizione,Regione,Provincia,Comune
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,ALTINO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,ARCHI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,ARI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,ARIELLI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,ATESSA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,BOMBA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,BORRELLO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,BUCCHIANICO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CANOSA SANNITA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CARPINETO SINELLO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CARUNCHIO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CASACANDITELLA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CASALANGUIDA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CASALBORDINO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CASALINCONTRADA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CASOLI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CASTEL FRENTANO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CASTELGUIDONE
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CASTIGLIONE MESSER MARINO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CELENZA SUL TRIGNO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CHIETI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CIVITALUPARELLA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CIVITELLA MESSER RAIMONDO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,COLLEDIMACINE
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,COLLEDIMEZZO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CRECCHIO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,CUPELLO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,DOGLIOLA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,FALLO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,FARA FILIORUM PETRI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,FARA SAN MARTINO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,FILETTO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,FOSSACESIA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,FRAINE
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,FRANCAVILLA AL MARE
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,FRESAGRANDINARIA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,FRISA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,FURCI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,GAMBERALE
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,GESSOPALENA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,GISSI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,GIULIANO TEATINO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,GUARDIAGRELE
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,GUILMI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,LAMA DEI PELIGNI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,LANCIANO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,LENTELLA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,LETTOPALENA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,LISCIA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,MIGLIANICO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,MONTAZZOLI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,MONTEBELLO SUL SANGRO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,MONTEFERRANTE
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,MONTELAPIANO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,MONTENERODOMO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,MONTEODORISIO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,MOZZAGROGNA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,ORSOGNA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,ORTONA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,PAGLIETA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,PALENA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,PALMOLI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,PALOMBARO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,PENNADOMO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,PENNAPIEDIMONTE
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,PERANO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,PIETRAFERRAZZANA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,PIZZOFERRATO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,POGGIOFIORITO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,POLLUTRI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,PRETORO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,QUADRI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,RAPINO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,RIPA TEATINA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,ROCCA SAN GIOVANNI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,ROCCAMONTEPIANO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,ROCCASCALEGNA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,ROCCASPINALVETI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,ROIO DEL SANGRO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,ROSELLO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,SAN BUONO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,SAN GIOVANNI LIPIONI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,SAN GIOVANNI TEATINO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,SAN MARTINO SULLA MARRUCINA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,SAN SALVO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,SAN VITO CHIETINO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,SANT'EUSANIO DEL SANGRO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,SANTA MARIA IMBARO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,SCERNI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,SCHIAVI DI ABRUZZO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,TARANTA PELIGNA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,TOLLO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,TORINO DI SANGRO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,TORNARECCIO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,TORREBRUNA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,TORREVECCHIA TEATINA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,TORRICELLA PELIGNA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,TREGLIO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,TUFILLO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,VACRI
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,VASTO
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,VILLA SANTA MARIA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,VILLALFONSINA
2013-02-24,ABRUZZO,ABRUZZO,CHIETI,VILLAMAGNA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,ACCIANO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,AIELLI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,ALFEDENA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,ANVERSA DEGLI ABRUZZI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,ATELETA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,AVEZZANO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,BALSORANO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,BARETE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,BARISCIANO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,BARREA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,BISEGNA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,BUGNARA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CAGNANO AMITERNO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CALASCIO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CAMPO DI GIOVE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CAMPOTOSTO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CANISTRO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CANSANO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CAPESTRANO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CAPISTRELLO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CAPITIGNANO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CAPORCIANO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CAPPADOCIA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CARAPELLE CALVISIO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CARSOLI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CASTEL DEL MONTE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CASTEL DI IERI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CASTEL DI SANGRO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CASTELLAFIUME
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CASTELVECCHIO CALVISIO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CASTELVECCHIO SUBEQUO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CELANO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CERCHIO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CIVITA D'ANTINO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CIVITELLA ALFEDENA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CIVITELLA ROVETO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,COCULLO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,COLLARMELE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,COLLELONGO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,COLLEPIETRO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,CORFINIO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,FAGNANO ALTO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,FONTECCHIO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,FOSSA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,GAGLIANO ATERNO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,GIOIA DEI MARSI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,GORIANO SICOLI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,INTRODACQUA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,L'AQUILA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,LECCE NEI MARSI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,LUCO DEI MARSI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,LUCOLI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,MAGLIANO DE' MARSI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,MASSA D'ALBE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,MOLINA ATERNO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,MONTEREALE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,MORINO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,NAVELLI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,OCRE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,OFENA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,OPI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,ORICOLA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,ORTONA DEI MARSI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,ORTUCCHIO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,OVINDOLI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,PACENTRO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,PERETO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,PESCASSEROLI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,PESCINA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,PESCOCOSTANZO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,PETTORANO SUL GIZIO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,PIZZOLI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,POGGIO PICENZE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,PRATA D'ANSIDONIA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,PRATOLA PELIGNA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,PREZZA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,RAIANO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,RIVISONDOLI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,ROCCA DI BOTTE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,ROCCA DI CAMBIO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,ROCCA DI MEZZO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,ROCCA PIA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,ROCCACASALE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,ROCCARASO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,SAN BENEDETTO DEI MARSI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,SAN BENEDETTO IN PERILLIS
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,SAN DEMETRIO NE' VESTINI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,SAN PIO DELLE CAMERE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,SAN VINCENZO VALLE ROVETO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,SANT'EUSANIO FORCONESE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,SANTE MARIE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,SANTO STEFANO DI SESSANIO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,SCANNO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,SCONTRONE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,SCOPPITO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,SCURCOLA MARSICANA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,SECINARO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,SULMONA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,TAGLIACOZZO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,TIONE DEGLI ABRUZZI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,TORNIMPARTE
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,TRASACCO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,VILLA SANT'ANGELO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,VILLA SANTA LUCIA DEGLI ABRUZZI
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,VILLALAGO
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,VILLAVALLELONGA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,VILLETTA BARREA
2013-02-24,ABRUZZO,ABRUZZO,L'AQUILA,VITTORITO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,ABBATEGGIO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,ALANNO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,BOLOGNANO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,BRITTOLI
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,BUSSI SUL TIRINO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,CAPPELLE SUL TAVO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,CARAMANICO TERME
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,CARPINETO DELLA NORA
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,CASTIGLIONE A CASAURIA
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,CATIGNANO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,CEPAGATTI
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,CITTA' SANT'ANGELO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,CIVITAQUANA
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,CIVITELLA CASANOVA
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,COLLECORVINO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,CORVARA
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,CUGNOLI
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,ELICE
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,FARINDOLA
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,LETTOMANOPPELLO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,LORETO APRUTINO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,MANOPPELLO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,MONTEBELLO DI BERTONA
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,MONTESILVANO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,MOSCUFO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,NOCCIANO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,PENNE
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,PESCARA
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,PESCOSANSONESCO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,PIANELLA
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,PICCIANO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,PIETRANICO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,POPOLI
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,ROCCAMORICE
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,ROSCIANO
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,SALLE
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,SAN VALENTINO IN ABRUZZO CITERIORE
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,SANT'EUFEMIA A MAIELLA
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,SCAFA
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,SERRAMONACESCA
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,SPOLTORE
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,TOCCO DA CASAURIA
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,TORRE DE' PASSERI
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,TURRIVALIGNANI
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,VICOLI
2013-02-24,ABRUZZO,ABRUZZO,PESCARA,VILLA CELIERA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,ALBA ADRIATICA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,ANCARANO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,ARSITA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,ATRI
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,BASCIANO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,BELLANTE
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,BISENTI
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,CAMPLI
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,CANZANO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,CASTEL CASTAGNA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,CASTELLALTO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,CASTELLI
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,CASTIGLIONE MESSER RAIMONDO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,CASTILENTI
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,CELLINO ATTANASIO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,CERMIGNANO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,CIVITELLA DEL TRONTO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,COLLEDARA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,COLONNELLA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,CONTROGUERRA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,CORROPOLI
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,CORTINO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,CROGNALETO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,FANO ADRIANO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,GIULIANOVA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,ISOLA DEL GRAN SASSO D'ITALIA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,MARTINSICURO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,MONTEFINO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,MONTORIO AL VOMANO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,MORRO D'ORO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,MOSCIANO SANT'ANGELO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,NERETO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,NOTARESCO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,PENNA SANT'ANDREA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,PIETRACAMELA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,PINETO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,ROCCA SANTA MARIA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,ROSETO DEGLI ABRUZZI
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,SANT'EGIDIO ALLA VIBRATA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,SANT'OMERO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,SILVI
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,TERAMO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,TORANO NUOVO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,TORRICELLA SICURA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,TORTORETO
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,TOSSICIA
2013-02-24,ABRUZZO,ABRUZZO,TERAMO,VALLE CASTELLANA
2013-02-24,BASILICATA,BASILICATA,MATERA,ACCETTURA
2013-02-24,BASILICATA,BASILICATA,MATERA,ALIANO
2013-02-24,BASILICATA,BASILICATA,MATERA,BERNALDA
2013-02-24,BASILICATA,BASILICATA,MATERA,CALCIANO
2013-02-24,BASILICATA,BASILICATA,MATERA,CIRIGLIANO
2013-02-24,BASILICATA,BASILICATA,MATERA,COLOBRARO
2013-02-24,BASILICATA,BASILICATA,MATERA,CRACO
2013-02-24,BASILICATA,BASILICATA,MATERA,FERRANDINA
2013-02-24,BASILICATA,BASILICATA,MATERA,GARAGUSO
2013-02-24,BASILICATA,BASILICATA,MATERA,GORGOGLIONE
2013-02-24,BASILICATA,BASILICATA,MATERA,GRASSANO
2013-02-24,BASILICATA,BASILICATA,MATERA,GROTTOLE
2013-02-24,BASILICATA,BASILICATA,MATERA,IRSINA
2013-02-24,BASILICATA,BASILICATA,MATERA,MATERA
2013-02-24,BASILICATA,BASILICATA,MATERA,MIGLIONICO
2013-02-24,BASILICATA,BASILICATA,MATERA,MONTALBANO JONICO
2013-02-24,BASILICATA,BASILICATA,MATERA,MONTESCAGLIOSO
2013-02-24,BASILICATA,BASILICATA,MATERA,NOVA SIRI
2013-02-24,BASILICATA,BASILICATA,MATERA,OLIVETO LUCANO
2013-02-24,BASILICATA,BASILICATA,MATERA,PISTICCI
2013-02-24,BASILICATA,BASILICATA,MATERA,POLICORO
2013-02-24,BASILICATA,BASILICATA,MATERA,POMARICO
2013-02-24,BASILICATA,BASILICATA,MATERA,ROTONDELLA
2013-02-24,BASILICATA,BASILICATA,MATERA,SALANDRA
2013-02-24,BASILICATA,BASILICATA,MATERA,SAN GIORGIO LUCANO
2013-02-24,BASILICATA,BASILICATA,MATERA,SAN MAURO FORTE
2013-02-24,BASILICATA,BASILICATA,MATERA,SCANZANO JONICO
2013-02-24,BASILICATA,BASILICATA,MATERA,STIGLIANO
2013-02-24,BASILICATA,BASILICATA,MATERA,TRICARICO
2013-02-24,BASILICATA,BASILICATA,MATERA,TURSI
2013-02-24,BASILICATA,BASILICATA,MATERA,VALSINNI
2013-02-24,BASILICATA,BASILICATA,POTENZA,ABRIOLA
2013-02-24,BASILICATA,BASILICATA,POTENZA,ACERENZA
2013-02-24,BASILICATA,BASILICATA,POTENZA,ALBANO DI LUCANIA
2013-02-24,BASILICATA,BASILICATA,POTENZA,ANZI
2013-02-24,BASILICATA,BASILICATA,POTENZA,ARMENTO
2013-02-24,BASILICATA,BASILICATA,POTENZA,ATELLA
2013-02-24,BASILICATA,BASILICATA,POTENZA,AVIGLIANO
2013-02-24,BASILICATA,BASILICATA,POTENZA,BALVANO
2013-02-24,BASILICATA,BASILICATA,POTENZA,BANZI
2013-02-24,BASILICATA,BASILICATA,POTENZA,BARAGIANO
2013-02-24,BASILICATA,BASILICATA,POTENZA,BARILE
2013-02-24,BASILICATA,BASILICATA,POTENZA,BELLA
2013-02-24,BASILICATA,BASILICATA,POTENZA,BRIENZA
2013-02-24,BASILICATA,BASILICATA,POTENZA,BRINDISI MONTAGNA
2013-02-24,BASILICATA,BASILICATA,POTENZA,CALVELLO
2013-02-24,BASILICATA,BASILICATA,POTENZA,CALVERA
2013-02-24,BASILICATA,BASILICATA,POTENZA,CAMPOMAGGIORE
2013-02-24,BASILICATA,BASILICATA,POTENZA,CANCELLARA
2013-02-24,BASILICATA,BASILICATA,POTENZA,CARBONE
2013-02-24,BASILICATA,BASILICATA,POTENZA,CASTELGRANDE
2013-02-24,BASILICATA,BASILICATA,POTENZA,CASTELLUCCIO INFERIORE
