Election_Date,Circoscrizione,Provincia,Comune
1968-05-19,TRENTO-BOLZANO,BOLZANO,GAIS
1968-05-19,COMO-SONDRIO-VARESE,COMO,MALGRATE
1968-05-19,COMO-SONDRIO-VARESE,COMO,MANDELLO DEL LARIO
1968-05-19,COMO-SONDRIO-VARESE,COMO,MARGNO
1968-05-19,COMO-SONDRIO-VARESE,COMO,MARIANO COMENSE
1968-05-19,COMO-SONDRIO-VARESE,COMO,MASLIANICO
1968-05-19,COMO-SONDRIO-VARESE,COMO,MENAGGIO
1968-05-19,COMO-SONDRIO-VARESE,COMO,MERATE
1968-05-19,COMO-SONDRIO-VARESE,COMO,MERONE
1968-05-19,COMO-SONDRIO-VARESE,COMO,MEZZEGRA
1968-05-19,COMO-SONDRIO-VARESE,COMO,MISSAGLIA
1968-05-19,COMO-SONDRIO-VARESE,COMO,MOGGIO
1968-05-19,COMO-SONDRIO-VARESE,COMO,MOLTENO
1968-05-19,COMO-SONDRIO-VARESE,COMO,MOLTRASIO
1968-05-19,TRENTO-BOLZANO,BOLZANO,GLORENZA
1968-05-19,TRENTO-BOLZANO,BOLZANO,LACES
1968-05-19,TRENTO-BOLZANO,BOLZANO,LAGUNDO
1968-05-19,TRENTO-BOLZANO,BOLZANO,LAION
1968-05-19,TRENTO-BOLZANO,BOLZANO,LAIVES
1968-05-19,TRENTO-BOLZANO,BOLZANO,LANA
1968-05-19,TRENTO-BOLZANO,BOLZANO,LASA
1968-05-19,TRENTO-BOLZANO,BOLZANO,LAUREGNO
1968-05-19,TRENTO-BOLZANO,BOLZANO,LA VALLE
1968-05-19,TRENTO-BOLZANO,BOLZANO,LUSON
1968-05-19,TRENTO-BOLZANO,BOLZANO,MAGRE' SULLA STRADA DEL VINO
1968-05-19,TRENTO-BOLZANO,BOLZANO,MALLES VENOSTA
1968-05-19,COMO-SONDRIO-VARESE,COMO,MONGUZZO
1968-05-19,COMO-SONDRIO-VARESE,COMO,MONTANO LUCINO
1968-05-19,COMO-SONDRIO-VARESE,COMO,MONTEMEZZO
1968-05-19,TRENTO-BOLZANO,BOLZANO,MAREBBE
1968-05-19,TRENTO-BOLZANO,BOLZANO,MARLENGO
1968-05-19,TRENTO-BOLZANO,BOLZANO,MARTELLO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,INCUDINE
1968-05-19,BRESCIA-BERGAMO,BRESCIA,IRMA
1968-05-19,BRESCIA-BERGAMO,BRESCIA,ISEO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,ISORELLA
1968-05-19,BRESCIA-BERGAMO,BRESCIA,LAVENONE
1968-05-19,BRESCIA-BERGAMO,BRESCIA,LENO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,LIMONE SUL GARDA
1968-05-19,BRESCIA-BERGAMO,BRESCIA,LODRINO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,LOGRATO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,LONATO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,LONGHENA
1968-05-19,BRESCIA-BERGAMO,BRESCIA,LOSINE
1968-05-19,BRESCIA-BERGAMO,BRESCIA,LOZIO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,LUMEZZANE
1968-05-19,TRENTO-BOLZANO,BOLZANO,GARGAZZONE
1968-05-19,COMO-SONDRIO-VARESE,COMO,MOZZATE
1968-05-19,COMO-SONDRIO-VARESE,COMO,MUSSO
1968-05-19,COMO-SONDRIO-VARESE,COMO,NESSO
1968-05-19,COMO-SONDRIO-VARESE,COMO,NIBIONNO
1968-05-19,COMO-SONDRIO-VARESE,COMO,NOVEDRATE
1968-05-19,COMO-SONDRIO-VARESE,COMO,OGGIONO
1968-05-19,COMO-SONDRIO-VARESE,COMO,OLGIATE COMASCO
1968-05-19,COMO-SONDRIO-VARESE,COMO,OLGIATE MOLGORA
1968-05-19,COMO-SONDRIO-VARESE,COMO,OLGINATE
1968-05-19,COMO-SONDRIO-VARESE,COMO,GARZENO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,MACLODIO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,MAGASA
1968-05-19,BRESCIA-BERGAMO,BRESCIA,MAIRANO
1968-05-19,COMO-SONDRIO-VARESE,COMO,OLIVETO LARIO
1968-05-19,COMO-SONDRIO-VARESE,COMO,OLTRONA DI SAN MAMETTE
1968-05-19,COMO-SONDRIO-VARESE,COMO,ORSENIGO
1968-05-19,COMO-SONDRIO-VARESE,COMO,OSNAGO
1968-05-19,COMO-SONDRIO-VARESE,COMO,PONTE LAMBRO
1968-05-19,COMO-SONDRIO-VARESE,COMO,PORLEZZA
1968-05-19,COMO-SONDRIO-VARESE,COMO,PREMANA
1968-05-19,COMO-SONDRIO-VARESE,COMO,PRIMALUNA
1968-05-19,COMO-SONDRIO-VARESE,COMO,PROSERPIO
1968-05-19,COMO-SONDRIO-VARESE,COMO,PUSIANO
1968-05-19,COMO-SONDRIO-VARESE,COMO,RAMPONIO VERNA
1968-05-19,COMO-SONDRIO-VARESE,COMO,REZZAGO
1968-05-19,COMO-SONDRIO-VARESE,COMO,ROBBIATE
1968-05-19,COMO-SONDRIO-VARESE,COMO,RODERO
1968-05-19,COMO-SONDRIO-VARESE,COMO,ROGENO
1968-05-19,COMO-SONDRIO-VARESE,COMO,RONAGO
1968-05-19,BRESCIA-BERGAMO,BERGAMO,BRUMANO
1968-05-19,COMO-SONDRIO-VARESE,COMO,LASNIGO
1968-05-19,BRESCIA-BERGAMO,BERGAMO,BRUSAPORTO
1968-05-19,BRESCIA-BERGAMO,BERGAMO,CALCINATE
1968-05-19,BRESCIA-BERGAMO,BERGAMO,CALCIO
1968-05-19,COMO-SONDRIO-VARESE,COMO,PARE'
1968-05-19,COMO-SONDRIO-VARESE,COMO,PARLASCO
1968-05-19,COMO-SONDRIO-VARESE,COMO,PASTURO
1968-05-19,COMO-SONDRIO-VARESE,COMO,PEGLIO
1968-05-19,COMO-SONDRIO-VARESE,COMO,PELLIO INTELVI
1968-05-19,COMO-SONDRIO-VARESE,COMO,MORTERONE
1968-05-19,VENEZIA-TREVISO,TREVISO,MOGLIANO VENETO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,OSPITALETTO
1968-05-19,COMO-SONDRIO-VARESE,COMO,PAGNONA
1968-05-19,COMO-SONDRIO-VARESE,COMO,PONNA
1968-05-19,COMO-SONDRIO-VARESE,COMO,FAGGETO LARIO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,GOTTOLENGO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,GUSSAGO
1968-05-19,VENEZIA-TREVISO,TREVISO,MOTTA DI LIVENZA
1968-05-19,VENEZIA-TREVISO,TREVISO,NERVESA DELLA BATTAGLIA
1968-05-19,VENEZIA-TREVISO,TREVISO,ODERZO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,SALE MARASINO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,SALO'
1968-05-19,BOLOGNA-FERRARA-RAVENNA-FORLI,BOLOGNA,BAZZANO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,TAVERNOLE SUL MELLA
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,BETTOLA
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,BOBBIO
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,BORGONOVO VAL TIDONE
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,CADEO
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,CALENDASCO
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,CAMINATA
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,CAORSO
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,CARPANETO PIACENTINO
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,CASTELL'ARQUATO
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,CASTEL SAN GIOVANNI
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,CASTELVETRO PIACENTINO
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,CERIGNALE
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,COLI
1968-05-19,COMO-SONDRIO-VARESE,COMO,PEREGO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,ROVIGO,FICAROLO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,ROVIGO,FIESSO UMBERTIANO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,ROVIGO,FRASSINELLE POLESINE
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,ROVIGO,FRATTA POLESINE
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,ROVIGO,GAIBA
1968-05-19,VENEZIA-TREVISO,VENEZIA,JESOLO
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,REGGIO NELL'EMILIA,COLLAGNA
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,BARCIS
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PARMA,SORBOLO
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PARMA,TERENZO
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PARMA,TIZZANO VAL PARMA
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PARMA,TORNOLO
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,LATERINA
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,LORO CIUFFENNA
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,LUCIGNANO
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,MARCIANO DELLA CHIANA
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,MONTEMIGNAIO
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,MONTERCHI
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,MONTE SAN SAVINO
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,MONTEVARCHI
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,ORTIGNANO RAGGIOLO
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,PERGINE VALDARNO
1968-05-19,BRESCIA-BERGAMO,BERGAMO,GORNO
1968-05-19,BRESCIA-BERGAMO,BERGAMO,GRASSOBBIO
1968-05-19,BRESCIA-BERGAMO,BERGAMO,GROMO
1968-05-19,BRESCIA-BERGAMO,BERGAMO,GRONE
1968-05-19,VENEZIA-TREVISO,VENEZIA,CAMPONOGARA
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,AZZANO DECIMO
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,CORTEMAGGIORE
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,PADOVA,POZZONOVO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,PADOVA,ROVOLON
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,PADOVA,RUBANO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,PADOVA,SACCOLONGO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,PADOVA,SALETTO
1968-05-19,VENEZIA-TREVISO,TREVISO,GIAVERA DEL MONTELLO
1968-05-19,VENEZIA-TREVISO,TREVISO,GODEGA DI SANT'URBANO
1968-05-19,VENEZIA-TREVISO,TREVISO,GORGO AL MONTICANO
1968-05-19,VENEZIA-TREVISO,TREVISO,ISTRANA
1968-05-19,VENEZIA-TREVISO,TREVISO,LORIA
1968-05-19,VENEZIA-TREVISO,TREVISO,MANSUE'
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,PADOVA,PIAZZOLA SUL BRENTA
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,PADOVA,PIOMBINO DESE
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,PADOVA,PIOVE DI SACCO
1968-05-19,BRESCIA-BERGAMO,BERGAMO,GRUMELLO DEL MONTE
1968-05-19,BRESCIA-BERGAMO,BRESCIA,SULZANO
1968-05-19,VENEZIA-TREVISO,VENEZIA,CAORLE
1968-05-19,TRENTO-BOLZANO,TRENTO,BASELGA DI VEZZANO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,TEMU'
1968-05-19,BRESCIA-BERGAMO,BRESCIA,TIGNALE
1968-05-19,BRESCIA-BERGAMO,BRESCIA,TORBOLE CASAGLIA
1968-05-19,BRESCIA-BERGAMO,BRESCIA,TOSCOLANO MADERNO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,TRAVAGLIATO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,TREMOSINE
1968-05-19,BRESCIA-BERGAMO,BRESCIA,TRENZANO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,TREVISO BRESCIANO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,URAGO D'OGLIO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,VALLIO TERME
1968-05-19,BRESCIA-BERGAMO,BRESCIA,VALVESTINO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,VEROLANUOVA
1968-05-19,COMO-SONDRIO-VARESE,COMO,PERLEDO
1968-05-19,COMO-SONDRIO-VARESE,COMO,PESCATE
1968-05-19,COMO-SONDRIO-VARESE,COMO,PIANELLO DEL LARIO
1968-05-19,COMO-SONDRIO-VARESE,COMO,PIGRA
1968-05-19,TRENTO-BOLZANO,BOLZANO,VERANO
1968-05-19,TRENTO-BOLZANO,TRENTO,VERMIGLIO
1968-05-19,TRIESTE,TRIESTE,SGONICO
1968-05-19,TRENTO-BOLZANO,TRENTO,GIOVO
1968-05-19,TRENTO-BOLZANO,TRENTO,GIUSTINO
1968-05-19,TRENTO-BOLZANO,TRENTO,GRAUNO
1968-05-19,TRENTO-BOLZANO,TRENTO,GRIGNO
1968-05-19,TRENTO-BOLZANO,TRENTO,GRUMES
1968-05-19,TRENTO-BOLZANO,TRENTO,IMER
1968-05-19,TRENTO-BOLZANO,TRENTO,ISERA
1968-05-19,TRENTO-BOLZANO,TRENTO,IVANO-FRACENA
1968-05-19,TRENTO-BOLZANO,TRENTO,LASINO
1968-05-19,TRENTO-BOLZANO,TRENTO,LARDARO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VERONA,FERRARA DI MONTE BALDO
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,PIAN DI SCO
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,PIEVE SANTO STEFANO
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,POPPI
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,PRATOVECCHIO
1968-05-19,SIENA-AREZZO-GROSSETO,AREZZO,SAN GIOVANNI VALDARNO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,PROVAGLIO D'ISEO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,PROVAGLIO VAL SABBIA
1968-05-19,VENEZIA-TREVISO,TREVISO,SILEA
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,SAN GIORGIO DELLA RICHINVELDA
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,SAN MARTINO AL TAGLIAMENTO
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,SAN QUIRINO
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,SAN VITO AL TAGLIAMENTO
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,SEQUALS
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,SESTO AL REGHENA
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,SPILIMBERGO
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,TRAMONTI DI SOPRA
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,TRAMONTI DI SOTTO
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,TRAVESIO
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,VALVASONE
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,VITO D'ASIO
1968-05-19,VENEZIA-TREVISO,TREVISO,MARENO DI PIAVE
1968-05-19,VENEZIA-TREVISO,TREVISO,MASER
1968-05-19,VENEZIA-TREVISO,TREVISO,MASERADA SUL PIAVE
1968-05-19,VENEZIA-TREVISO,TREVISO,MEDUNA DI LIVENZA
1968-05-19,MANTOVA-CREMONA,CREMONA,CASTELDIDONE
1968-05-19,MANTOVA-CREMONA,CREMONA,CASTEL GABBIANO
1968-05-19,BRESCIA-BERGAMO,BERGAMO,CAMERATA CORNELLO
1968-05-19,TRENTO-BOLZANO,TRENTO,BEDOLLO
1968-05-19,TRENTO-BOLZANO,TRENTO,BERSONE
1968-05-19,TRENTO-BOLZANO,TRENTO,BESENELLO
1968-05-19,TRENTO-BOLZANO,TRENTO,BEZZECCA
1968-05-19,TRENTO-BOLZANO,TRENTO,BIENO
1968-05-19,TRENTO-BOLZANO,TRENTO,BLEGGIO INFERIORE
1968-05-19,TRENTO-BOLZANO,TRENTO,BLEGGIO SUPERIORE
1968-05-19,TRENTO-BOLZANO,TRENTO,BOCENAGO
1968-05-19,TRENTO-BOLZANO,TRENTO,BOLBENO
1968-05-19,TRENTO-BOLZANO,TRENTO,BONDO
1968-05-19,TRENTO-BOLZANO,TRENTO,BONDONE
1968-05-19,BRESCIA-BERGAMO,BRESCIA,VEROLAVECCHIA
1968-05-19,BRESCIA-BERGAMO,BRESCIA,VESTONE
1968-05-19,BRESCIA-BERGAMO,BRESCIA,VEZZA D'OGLIO
1968-05-19,BRESCIA-BERGAMO,BRESCIA,VILLA CARCINA
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,ROVIGO,ROSOLINA
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,ROVIGO,ROVIGO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,PADOVA,SANT'ELENA
1968-05-19,TRIESTE,TRIESTE,TRIESTE
1968-05-19,FIRENZE-PISTOIA,FIRENZE,BAGNO A RIPOLI
1968-05-19,FIRENZE-PISTOIA,FIRENZE,BARBERINO DI MUGELLO
1968-05-19,FIRENZE-PISTOIA,FIRENZE,BARBERINO VAL D'ELSA
1968-05-19,FIRENZE-PISTOIA,FIRENZE,BORGO SAN LORENZO
1968-05-19,FIRENZE-PISTOIA,FIRENZE,CALENZANO
1968-05-19,FIRENZE-PISTOIA,FIRENZE,CAMPI BISENZIO
1968-05-19,FIRENZE-PISTOIA,FIRENZE,CANTAGALLO
1968-05-19,FIRENZE-PISTOIA,FIRENZE,CAPRAIA E LIMITE
1968-05-19,FIRENZE-PISTOIA,FIRENZE,CARMIGNANO
1968-05-19,FIRENZE-PISTOIA,FIRENZE,CASTELFIORENTINO
1968-05-19,COMO-SONDRIO-VARESE,SONDRIO,LIVIGNO
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,VIVARO
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,ZOPPOLA
1968-05-19,UDINE-BELLUNO-GORIZIA-PORDENONE,PORDENONE,FORGARIA NEL FRIULI
1968-05-19,BOLOGNA-FERRARA-RAVENNA-FORLI,BOLOGNA,ANZOLA DELL'EMILIA
1968-05-19,BRESCIA-BERGAMO,BRESCIA,MONTICELLI BRUSATI
1968-05-19,BRESCIA-BERGAMO,BRESCIA,MONTICHIARI
1968-05-19,TRENTO-BOLZANO,TRENTO,GARNIGA
1968-05-19,BOLOGNA-FERRARA-RAVENNA-FORLI,BOLOGNA,GRIZZANA
1968-05-19,BOLOGNA-FERRARA-RAVENNA-FORLI,BOLOGNA,IMOLA
1968-05-19,BOLOGNA-FERRARA-RAVENNA-FORLI,BOLOGNA,LIZZANO IN BELVEDERE
1968-05-19,BOLOGNA-FERRARA-RAVENNA-FORLI,BOLOGNA,LOIANO
1968-05-19,BOLOGNA-FERRARA-RAVENNA-FORLI,BOLOGNA,MALALBERGO
1968-05-19,BOLOGNA-FERRARA-RAVENNA-FORLI,BOLOGNA,MARZABOTTO
1968-05-19,BOLOGNA-FERRARA-RAVENNA-FORLI,BOLOGNA,MEDICINA
1968-05-19,BOLOGNA-FERRARA-RAVENNA-FORLI,BOLOGNA,MINERBIO
1968-05-19,BOLOGNA-FERRARA-RAVENNA-FORLI,BOLOGNA,MOLINELLA
1968-05-19,BOLOGNA-FERRARA-RAVENNA-FORLI,BOLOGNA,MONGHIDORO
1968-05-19,BOLOGNA-FERRARA-RAVENNA-FORLI,BOLOGNA,MONTERENZIO
1968-05-19,BOLOGNA-FERRARA-RAVENNA-FORLI,BOLOGNA,MONTE SAN PIETRO
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,PIACENZA
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,PIANELLO VAL TIDONE
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,PIOZZANO
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,PODENZANO
1968-05-19,PARMA-MODENA-PIACENZA-REGGIO EMILIA,PIACENZA,PONTE DELL'OLIO
1968-05-19,COMO-SONDRIO-VARESE,SONDRIO,FORCOLA
1968-05-19,COMO-SONDRIO-VARESE,SONDRIO,FUSINE
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,PADOVA,ANGUILLARA VENETA
1968-05-19,BRESCIA-BERGAMO,BRESCIA,QUINZANO D'OGLIO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VICENZA,SARCEDO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VICENZA,SAREGO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VICENZA,SCHIAVON
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VICENZA,SCHIO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VICENZA,SOLAGNA
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VICENZA,SOSSANO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VICENZA,SOVIZZO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VICENZA,TEZZE SUL BRENTA
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VICENZA,THIENE
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VICENZA,TONEZZA DEL CIMONE
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VICENZA,TORREBELVICINO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VICENZA,TORRI DI QUARTESOLO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VICENZA,TRETTO
1968-05-19,VERONA-PADOVA-VICENZA-ROVIGO,VICENZA,TRISSINO
1968-05-19,TRENTO-BOLZANO,TRENTO,BORGO VALSUGANA
1968-05-19,TRENTO-BOLZANO,TRENTO,BOSENTINO
1968-05-19,TRENTO-BOLZANO,TRENTO,BREGUZZO
1968-05-19,TRENTO-BOLZANO,TRENTO,BRENTONICO
1968-05-19,BRESCIA-BERGAMO,BERGAMO,BOSSICO
1968-05-19,BRESCIA-BERGAMO,BERGAMO,BOTTANUCO
1968-05-19,BRESCIA-BERGAMO,BERGAMO,DALMINE
1968-05-19,COMO-SONDRIO-VARESE,COMO,ZELBIO
1968-05-19,COMO-SONDRIO-VARESE,SONDRIO,ALBAREDO PER SAN MARCO
1968-05-19,COMO-SONDRIO-VARESE,SONDRIO,ALBOSAGGIA
1968-05-19,COMO-SONDRIO-VARESE,SONDRIO,ANDALO VALTELLINO
1968-05-19,COMO-SONDRIO-VARESE,SONDRIO,APRICA
