Election_Date,Circoscrizione,Provincia,Comune
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ASTI,ROCCA D'ARAZZO
1953-06-07,BARI-FOGGIA,BARI,CELLAMARE
1953-06-07,NAPOLI-CASERTA,CASERTA,ALVIGNANO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ASTI,AGLIANO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ASTI,ALBUGNANO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ASTI,ANTIGNANO
1953-06-07,BARI-FOGGIA,BARI,CAPURSO
1953-06-07,BARI-FOGGIA,BARI,CASAMASSIMA
1953-06-07,BARI-FOGGIA,BARI,CASSANO DELLE MURGE
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,BARRALI
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,CARPANZANO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,FINO DEL MONTE
1953-06-07,BARI-FOGGIA,BARI,CONVERSANO
1953-06-07,BARI-FOGGIA,BARI,CORATO
1953-06-07,BARI-FOGGIA,BARI,GIOIA DEL COLLE
1953-06-07,BARI-FOGGIA,BARI,GIOVINAZZO
1953-06-07,BARI-FOGGIA,BARI,GRAVINA IN PUGLIA
1953-06-07,BARI-FOGGIA,BARI,GRUMO APPULA
1953-06-07,BRESCIA-BERGAMO,BERGAMO,MOZZO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,NEMBRO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,NOSSA
1953-06-07,BRESCIA-BERGAMO,BERGAMO,OLMO AL BREMBO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,OLTRE IL COLLE
1953-06-07,TRENTO-BOLZANO,BOLZANO,SESTO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BELLINO
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,SANT'ANGELO IN GROTTE
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,SANT'ANGELO LIMOSANO
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,SANT'ELENA SANNITA
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,SANT'ELIA A PIANISI
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,SCAPOLI
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,SEPINO
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,SESSANO DEL MOLISE
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,SESTO CAMPANO
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,SPINETE
1953-06-07,BARI-FOGGIA,BARI,PALO DEL COLLE
1953-06-07,BRESCIA-BERGAMO,BERGAMO,FIORANO AL SERIO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,FONTANELLA
1953-06-07,BRESCIA-BERGAMO,BERGAMO,FONTENO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,FOPPOLO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,FORESTO SPARSO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,FORNOVO SAN GIOVANNI
1953-06-07,BRESCIA-BERGAMO,BERGAMO,FUIPIANO VALLE IMAGNA
1953-06-07,BARI-FOGGIA,BARI,LOCOROTONDO
1953-06-07,BARI-FOGGIA,BARI,MINERVINO MURGE
1953-06-07,BARI-FOGGIA,BARI,MODUGNO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,ENTRATICO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,ERVE
1953-06-07,BRESCIA-BERGAMO,BERGAMO,FARA GERA D'ADDA
1953-06-07,TRENTO-BOLZANO,BOLZANO,SAN GENESIO ATESINO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONTALDO BORMIDA
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,TAVENNA
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,TERMOLI
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,TORELLA DEL SANNIO
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,TORO
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,TRIVENTO
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,TUFARA
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,URURI
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,VASTOGIRARDI
1953-06-07,BRESCIA-BERGAMO,BERGAMO,MOZZANICA
1953-06-07,NAPOLI-CASERTA,CASERTA,AVERSA
1953-06-07,NAPOLI-CASERTA,CASERTA,BAIA E LATINA
1953-06-07,NAPOLI-CASERTA,CASERTA,BELLONA
1953-06-07,NAPOLI-CASERTA,CASERTA,CAIANELLO
1953-06-07,NAPOLI-CASERTA,CASERTA,CAIAZZO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,GANDINO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,GANDOSSO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,GAVERINA TERME
1953-06-07,BRESCIA-BERGAMO,BERGAMO,GAZZANIGA
1953-06-07,BRESCIA-BERGAMO,BERGAMO,GEROSA
1953-06-07,TRENTO-BOLZANO,BOLZANO,NAZ SCIAVES
1953-06-07,TRENTO-BOLZANO,BOLZANO,NOVA LEVANTE
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MIRABELLO MONFERRATO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MOLARE
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MOLINO DEI TORTI
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MOMBELLO MONFERRATO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MOMPERONE
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONCESTINO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONGIARDINO LIGURE
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONTECHIARO D'ACQUI
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONTEGIOCO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONTEMARZINO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MORANO SUL PO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MORBELLO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MORNESE
1953-06-07,NAPOLI-CASERTA,CASERTA,CALVI RISORTA
1953-06-07,NAPOLI-CASERTA,CASERTA,CAMIGLIANO
1953-06-07,NAPOLI-CASERTA,CASERTA,CANCELLO ED ARNONE
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,JACURSO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,JOPPOLO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,LIMBADI
1953-06-07,TRENTO-BOLZANO,BOLZANO,SAN LORENZO DI SEBATO
1953-06-07,TRENTO-BOLZANO,BOLZANO,SAN MARTINO IN BADIA
1953-06-07,TRENTO-BOLZANO,BOLZANO,SANTA CRISTINA VALGARDENA
1953-06-07,TRENTO-BOLZANO,BOLZANO,SARENTINO
1953-06-07,TRENTO-BOLZANO,BOLZANO,SCENA
1953-06-07,TRENTO-BOLZANO,BOLZANO,SELVA
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONLEALE
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONTACUTO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MONTALDEO
1953-06-07,ANCONA-PESARO-MACERATA-ASCOLI PICENO,ASCOLI PICENO,PORTO SANT'ELPIDIO
1953-06-07,ANCONA-PESARO-MACERATA-ASCOLI PICENO,ASCOLI PICENO,RAPAGNANO
1953-06-07,ANCONA-PESARO-MACERATA-ASCOLI PICENO,ASCOLI PICENO,RIPATRANSONE
1953-06-07,ANCONA-PESARO-MACERATA-ASCOLI PICENO,ASCOLI PICENO,ROCCAFLUVIONE
1953-06-07,ANCONA-PESARO-MACERATA-ASCOLI PICENO,ASCOLI PICENO,ROTELLA
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BENE VAGIENNA
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BENEVELLO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BERGOLO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BERNEZZO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BONVICINO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BORGOMALE
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BORGO SAN DALMAZZO
1953-06-07,TRENTO-BOLZANO,BOLZANO,SELVA DEI MOLINI
1953-06-07,TRENTO-BOLZANO,BOLZANO,SENALE
1953-06-07,TRENTO-BOLZANO,BOLZANO,SENALES
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,ASUNI
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,BALLAO
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,BANNARI DI USELLUS
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,BARATILI SAN PIETRO
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,BARESSA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,ALESSANDRIA DEL CARRETTO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,GRONE
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ASTI,CALAMANDRANA
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ASTI,CALLIANO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ASTI,CALOSSO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ASTI,CAMERANO CASASCO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ASTI,CANELLI
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ASTI,CANTARANA
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ASTI,CAPRIGLIO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,LOVERE
1953-06-07,BRESCIA-BERGAMO,BERGAMO,LURANO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,LUZZANA
1953-06-07,TRENTO-BOLZANO,BOLZANO,RIFIANO
1953-06-07,TRENTO-BOLZANO,BOLZANO,RIO DI PUSTERIA
1953-06-07,TRENTO-BOLZANO,BOLZANO,SALORNO
1953-06-07,TRENTO-BOLZANO,BOLZANO,SAN CANDIDO
1953-06-07,TRENTO-BOLZANO,BOLZANO,SAN FELICE
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BOSIA
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,ISOLA SANT'ANTONIO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,LERMA
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,LU
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MALVICINO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MASIO
1953-06-07,TRENTO-BOLZANO,BOLZANO,TIRES
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,SAN GIORGIO MONFERRATO
1953-06-07,ANCONA-PESARO-MACERATA-ASCOLI PICENO,ASCOLI PICENO,SAN BENEDETTO DEL TRONTO
1953-06-07,BARI-FOGGIA,BARI,MOLA DI BARI
1953-06-07,BARI-FOGGIA,BARI,MOLFETTA
1953-06-07,BARI-FOGGIA,BARI,MONOPOLI
1953-06-07,BARI-FOGGIA,BARI,NOCI
1953-06-07,BARI-FOGGIA,BARI,NOICATTARO
1953-06-07,UDINE-BELLUNO-GORIZIA-PORDENONE,BELLUNO,AURONZO DI CADORE
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,PULA
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,QUARTU SANT'ELENA
1953-06-07,NAPOLI-CASERTA,CASERTA,GIANO VETUSTO
1953-06-07,NAPOLI-CASERTA,CASERTA,GIOIA SANNITICA
1953-06-07,NAPOLI-CASERTA,CASERTA,GRAZZANISE
1953-06-07,BRESCIA-BERGAMO,BERGAMO,GRUMELLO DEL MONTE
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,SANTA CROCE DI MAGLIANO
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,SANT'AGAPITO
1953-06-07,BARI-FOGGIA,BARI,POLIGNANO A MARE
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MERANA
1953-06-07,BRESCIA-BERGAMO,BERGAMO,ISOLA DI FONDRA
1953-06-07,BRESCIA-BERGAMO,BERGAMO,ISSO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,LALLIO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,LEFFE
1953-06-07,BRESCIA-BERGAMO,BERGAMO,LEVATE
1953-06-07,BRESCIA-BERGAMO,BERGAMO,LOCATELLO
1953-06-07,LECCE-BRINDISI-TARANTO,BRINDISI,SAN MICHELE SALENTINO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MURISENGO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,ISOLA DI CAPO RIZZUTO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,FILADELFIA
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,VENAFRO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,FEROLETO ANTICO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,ALTOMONTE
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,AMANTEA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,AMENDOLARA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,APRIGLIANO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,BELMONTE CALABRO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,BELSITO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,BELVEDERE MARITTIMO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,GROMO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,CASSANO ALLO IONIO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,CASTIGLIONE COSENTINO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,CASTROLIBERO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,CASTROREGIO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,CASTROVILLARI
1953-06-07,TRENTO-BOLZANO,BOLZANO,ORTISEI
1953-06-07,TRENTO-BOLZANO,BOLZANO,PARCINES
1953-06-07,TRENTO-BOLZANO,BOLZANO,PERCA
1953-06-07,TRENTO-BOLZANO,BOLZANO,PLAUS
1953-06-07,TRENTO-BOLZANO,BOLZANO,PONTE GARDENA
1953-06-07,TRENTO-BOLZANO,BOLZANO,POSTAL
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,BIANCHI
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BARBARESCO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BARGE
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BAROLO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BASTIA MONDOVI'
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BATTIFOLLO
1953-06-07,TRENTO-BOLZANO,BOLZANO,ORA
1953-06-07,TRENTO-BOLZANO,BOLZANO,SILANDRO
1953-06-07,TRENTO-BOLZANO,BOLZANO,SLUDERNO
1953-06-07,TRENTO-BOLZANO,BOLZANO,TERENTO
1953-06-07,TRENTO-BOLZANO,BOLZANO,TERLANO
1953-06-07,TRENTO-BOLZANO,BOLZANO,TERMENO SULLA STRADA DEL VINO
1953-06-07,TRENTO-BOLZANO,BOLZANO,TESIMO
1953-06-07,LECCE-BRINDISI-TARANTO,BRINDISI,SAN PIETRO VERNOTICO
1953-06-07,LECCE-BRINDISI-TARANTO,BRINDISI,SAN VITO DEI NORMANNI
1953-06-07,LECCE-BRINDISI-TARANTO,BRINDISI,TORCHIAROLO
1953-06-07,LECCE-BRINDISI-TARANTO,BRINDISI,TORRE SANTA SUSANNA
1953-06-07,LECCE-BRINDISI-TARANTO,BRINDISI,VILLA CASTELLI
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,ABBASANTA
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,AIDOMAGGIORE
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,ALES
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,NOVI LIGURE
1953-06-07,TRENTO-BOLZANO,BOLZANO,PRATO ALLO STELVIO
1953-06-07,TRENTO-BOLZANO,BOLZANO,PROVES
1953-06-07,TRENTO-BOLZANO,BOLZANO,RACINES
1953-06-07,TRENTO-BOLZANO,BOLZANO,RASUN VALDAORA
1953-06-07,TRENTO-BOLZANO,BOLZANO,RENON
1953-06-07,LECCE-BRINDISI-TARANTO,BRINDISI,SAN DONACI
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,CASOLE BRUZIO
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BAGOLINO
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BARBARIGA
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BASSANO BRESCIANO
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BEDIZZOLE
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BERLINGO
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BERZO DEMO
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BERZO INFERIORE
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,ALLAI
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,ARBOREA
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,ARBUS
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,ARDAULI
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,ARMUNGIA
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,ASSEMINI
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,ASSOLO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ASTI,BUBBIO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,ALTILIA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,FILANDARI
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,FILOGASO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,FOSSATO SERRALTA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,FRANCAVILLA ANGITOLA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,FRANCICA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,GAGLIATO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,GASPERINA
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,MELAZZO
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BIENNO
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BIONE
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BORGO SAN GIACOMO
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BORGOSATOLLO
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BORNO
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BOTTICINO
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BOVEGNO
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BOVEZZO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,GEROCARNE
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,GIMIGLIANO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,GIRIFALCO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,GIZZERIA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,GUARDAVALLE
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,IONADI
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,ISCA SULLO IONIO
1953-06-07,BARI-FOGGIA,BARI,PUTIGNANO
1953-06-07,BARI-FOGGIA,BARI,RUTIGLIANO
1953-06-07,BARI-FOGGIA,BARI,RUVO DI PUGLIA
1953-06-07,BARI-FOGGIA,BARI,SAMMICHELE DI BARI
1953-06-07,BARI-FOGGIA,BARI,SANNICANDRO DI BARI
1953-06-07,BARI-FOGGIA,BARI,SANTERAMO IN COLLE
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,BAULADU
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,BIDONI'
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,BONARCADO
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,BURCEI
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,BUSACHI
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,CABRAS
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,CAGLIARI
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,CALASETTA
1953-06-07,BARI-FOGGIA,BARI,SPINAZZOLA
1953-06-07,BRESCIA-BERGAMO,BERGAMO,GHISALBA
1953-06-07,BRESCIA-BERGAMO,BERGAMO,GORLAGO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,GORLE
1953-06-07,BRESCIA-BERGAMO,BERGAMO,GORNO
1953-06-07,BRESCIA-BERGAMO,BERGAMO,GRASSOBBIO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BEINETTE
1953-06-07,CUNEO-ALESSANDRIA-ASTI,CUNEO,BELVEDERE LANGHE
1953-06-07,BARI-FOGGIA,BARI,CASTELLANA GROTTE
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,BISIGNANO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,BOCCHIGLIERO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,BONIFATI
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,BUONVICINO
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,CAPOTERRA
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,CARBONIA
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,CARLOFORTE
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,COLLINAS
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,VINCHIATURO
1953-06-07,NAPOLI-CASERTA,CASERTA,AILANO
1953-06-07,NAPOLI-CASERTA,CASERTA,ALIFE
1953-06-07,CAMPOBASSO-ISERNIA,CAMPOBASSO,SANT'ANGELO DEL PESCO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,CALOPEZZATI
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,CALOVETO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,CAMPANA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,CANNA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,CARIATI
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,CAROLEI
1953-06-07,LECCE-BRINDISI-TARANTO,BRINDISI,SAN PANCRAZIO SALENTINO
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ASTI,DUSINO SAN MICHELE
1953-06-07,BRESCIA-BERGAMO,BERGAMO,FARA OLIVANA CON SOLA
1953-06-07,BRESCIA-BERGAMO,BERGAMO,MORNICO AL SERIO
1953-06-07,CAGLIARI-SASSARI-NUORO-ORISTANO,CAGLIARI,BARUMINI
1953-06-07,COMO-SONDRIO-VARESE,COMO,ZELBIO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,ACQUAFORMOSA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,ACQUAPPESA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,ACRI
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,AIELLO CALABRO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,AIETA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,ALBIDONA
1953-06-07,CUNEO-ALESSANDRIA-ASTI,ASTI,BUTTIGLIERA D'ASTI
1953-06-07,ANCONA-PESARO-MACERATA-ASCOLI PICENO,ASCOLI PICENO,SANTA VITTORIA IN MATENANO
1953-06-07,ANCONA-PESARO-MACERATA-ASCOLI PICENO,ASCOLI PICENO,SANT'ELPIDIO A MARE
1953-06-07,ANCONA-PESARO-MACERATA-ASCOLI PICENO,ASCOLI PICENO,SERVIGLIANO
1953-06-07,ANCONA-PESARO-MACERATA-ASCOLI PICENO,ASCOLI PICENO,SMERILLO
1953-06-07,ANCONA-PESARO-MACERATA-ASCOLI PICENO,ASCOLI PICENO,SPINETOLI
1953-06-07,ANCONA-PESARO-MACERATA-ASCOLI PICENO,ASCOLI PICENO,TORRE SAN PATRIZIO
1953-06-07,ANCONA-PESARO-MACERATA-ASCOLI PICENO,ASCOLI PICENO,VENAROTTA
1953-06-07,NAPOLI-CASERTA,CASERTA,CASTELLO DEL MATESE
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,MOTTA SANTA LUCIA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,NARDODIPACE
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,NICASTRO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,NICOTERA
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,CATANZARO,NOCERA TIRINESE
1953-06-07,BRESCIA-BERGAMO,BRESCIA,BRANDICO
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,PANETTIERI
1953-06-07,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,PAOLA
