Election_Date,Circoscrizione,Regione,Provincia,Comune,Collegio uninominale,Collegio plurinominale
2018-03-04,Lombardia 4,Lombardia,Lodi,ZELO BUON PERSICO,03 - Lodi,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Mantova,ACQUANEGRA SUL CHIESE,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,ASOLA,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,BAGNOLO SAN VITO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,BIGARELLO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,BORGO MANTOVANO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,BORGO VIRGILIO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,BORGOFRANCO SUL PO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,BOZZOLO,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,CANNETO SULL'OGLIO,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,CARBONARA DI PO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,CASALMORO,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,CASALOLDO,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,CASALROMANO,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,CASTEL D'ARIO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,CASTEL GOFFREDO,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,CASTELBELFORTE,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,CASTELLUCCHIO,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,CASTIGLIONE DELLE STIVIERE,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,CAVRIANA,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,CERESARA,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,COMMESSAGGIO,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,CURTATONE,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,DOSOLO,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,GAZOLDO DEGLI IPPOLITI,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,GAZZUOLO,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,GOITO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,GONZAGA,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,GUIDIZZOLO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,MAGNACAVALLO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,MANTOVA,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,MARCARIA,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,MARIANA MANTOVANA,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,MARMIROLO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,MEDOLE,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,MOGLIA,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,MONZAMBANO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,MOTTEGGIANA,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,OSTIGLIA,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,PEGOGNAGA,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,PIUBEGA,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,POGGIO RUSCO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,POMPONESCO,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,PONTI SUL MINCIO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,PORTO MANTOVANO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,QUINGENTOLE,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,QUISTELLO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,REDONDESCO,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,RIVAROLO MANTOVANO,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,RODIGO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,RONCOFERRARO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,ROVERBELLA,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,SABBIONETA,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,SAN BENEDETTO PO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,SAN GIACOMO DELLE SEGNATE,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,SAN GIORGIO DI MANTOVA,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,SAN GIOVANNI DEL DOSSO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,SAN MARTINO DALL'ARGINE,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,SCHIVENOGLIA,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,SERMIDE E FELONICA,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,SERRAVALLE A PO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,SOLFERINO,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,SUSTINENTE,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,SUZZARA,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,VIADANA,05 - Suzzara,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,VILLIMPENTA,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Mantova,VOLTA MANTOVANA,06 - Mantova,Lombardia 4 - 02
2018-03-04,Lombardia 4,Lombardia,Milano,CARPIANO,03 - Lodi,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Milano,CERRO AL LAMBRO,03 - Lodi,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Milano,COLTURANO,03 - Lodi,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Milano,DRESANO,03 - Lodi,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Milano,MEDIGLIA,03 - Lodi,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Milano,MELEGNANO,03 - Lodi,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Milano,PAULLO,03 - Lodi,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Milano,SAN COLOMBANO AL LAMBRO,03 - Lodi,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Milano,SAN ZENONE AL LAMBRO,03 - Lodi,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Milano,TRIBIANO,03 - Lodi,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Milano,VIZZOLO PREDABISSI,03 - Lodi,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,ALAGNA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,ALBAREDO ARNABOLDI,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,ALBONESE,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,ALBUZZANO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,ARENA PO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,BADIA PAVESE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,BAGNARIA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,BARBIANELLO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,BASCAPE',02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,BASTIDA PANCARANA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,BATTUDA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,BELGIOIOSO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,BEREGUARDO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,BORGARELLO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,BORGO PRIOLO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,BORGO SAN SIRO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,BORGORATTO MORMOROLO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,BORNASCO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,BOSNASCO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,BRALLO DI PREGOLA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,BREME,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,BRESSANA BOTTARONE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,BRONI,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CALVIGNANO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CAMPOSPINOSO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CANDIA LOMELLINA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CANEVINO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CANNETO PAVESE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CARBONARA AL TICINO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CASANOVA LONATI,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CASATISMA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CASEI GEROLA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CASORATE PRIMO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CASSOLNOVO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CASTANA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CASTEGGIO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CASTELLETTO DI BRANDUZZO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CASTELLO D'AGOGNA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CASTELNOVETTO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CAVA MANARA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CECIMA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CERANOVA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CERETTO LOMELLINA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CERGNAGO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CERTOSA DI PAVIA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CERVESINA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CHIGNOLO PO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CIGOGNOLA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CILAVEGNA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CODEVILLA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CONFIENZA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,COPIANO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CORANA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CORNALE E BASTIDA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CORTEOLONA E GENZONE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,CORVINO SAN QUIRICO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,COSTA DE' NOBILI,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,COZZO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,CURA CARPIGNANO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,DORNO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,FERRERA ERBOGNONE,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,FILIGHERA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,FORTUNAGO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,FRASCAROLO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,GALLIAVOLA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,GAMBARANA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,GAMBOLO',01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,GARLASCO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,GERENZAGO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,GIUSSAGO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,GODIASCO SALICE TERME,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,GOLFERENZO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,GRAVELLONA LOMELLINA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,GROPELLO CAIROLI,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,INVERNO E MONTELEONE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,LANDRIANO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,LANGOSCO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,LARDIRAGO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,LINAROLO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,LIRIO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,LOMELLO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,LUNGAVILLA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,MAGHERNO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,MARCIGNAGO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,MARZANO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,MEDE,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,MENCONICO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,MEZZANA BIGLI,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,MEZZANA RABATTONE,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,MEZZANINO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,MIRADOLO TERME,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,MONTALTO PAVESE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,MONTEBELLO DELLA BATTAGLIA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,MONTECALVO VERSIGGIA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,MONTESCANO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,MONTESEGALE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,MONTICELLI PAVESE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,MONTU' BECCARIA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,MORNICO LOSANA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,MORTARA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,NICORVO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,OLEVANO DI LOMELLINA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,OLIVA GESSI,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,OTTOBIANO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,PALESTRO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,PANCARANA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,PARONA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,PAVIA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,PIETRA DE' GIORGI,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,PIEVE ALBIGNOLA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,PIEVE DEL CAIRO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,PIEVE PORTO MORONE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,PINAROLO PO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,PIZZALE,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,PONTE NIZZA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,PORTALBERA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,REA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,REDAVALLE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,RETORBIDO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,RIVANAZZANO TERME,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,ROBBIO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,ROBECCO PAVESE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,ROCCA DE' GIORGI,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,ROCCA SUSELLA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,ROGNANO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,ROMAGNESE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,RONCARO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,ROSASCO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,ROVESCALA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,RUINO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,SAN CIPRIANO PO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,SAN DAMIANO AL COLLE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,SAN GENESIO ED UNITI,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,SAN GIORGIO DI LOMELLINA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,SAN MARTINO SICCOMARIO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,SAN ZENONE AL PO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,SANNAZZARO DE' BURGONDI,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,SANT'ALESSIO CON VIALONE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,SANT'ANGELO LOMELLINA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,SANTA CRISTINA E BISSONE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,SANTA GIULETTA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,SANTA MARGHERITA DI STAFFORA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,SANTA MARIA DELLA VERSA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,SARTIRANA LOMELLINA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,SCALDASOLE,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,SEMIANA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,SILVANO PIETRA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,SIZIANO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,SOMMO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,SPESSA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,STRADELLA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,SUARDI,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,TORRAZZA COSTE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,TORRE BERETTI E CASTELLARO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,TORRE D'ARESE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,TORRE D'ISOLA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,TORRE DE' NEGRI,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,TORREVECCHIA PIA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,TORRICELLA VERZATE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,TRAVACO' SICCOMARIO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,TRIVOLZIO,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,TROMELLO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,TROVO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,VAL DI NIZZA,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,VALEGGIO,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,VALLE LOMELLINA,01 - Vigevano,Lombardia 4 -01
2018-03-04,Lombardia 4,Lombardia,Pavia,VALLE SALIMBENE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,VALVERDE,02 - Pavia,Lombardia 4 - 01
2018-03-04,Lombardia 4,Lombardia,Pavia,VARZI,02 - Pavia,Lombardia 4 - 01
