Election_Date,Circoscrizione,Regione,Provincia,Comune,Collegio uninominale,Collegio plurinominale
2018-03-04,Abruzzo,Abruzzo,Chieti,ALTINO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,ARCHI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,ARI,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,ARIELLI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,ATESSA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,BOMBA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,BORRELLO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,BUCCHIANICO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CANOSA SANNITA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CARPINETO SINELLO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CARUNCHIO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CASACANDITELLA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CASALANGUIDA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CASALBORDINO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CASALINCONTRADA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CASOLI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CASTEL FRENTANO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CASTELGUIDONE,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CASTIGLIONE MESSER MARINO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CELENZA SUL TRIGNO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CHIETI,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CIVITALUPARELLA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CIVITELLA MESSER RAIMONDO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,COLLEDIMACINE,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,COLLEDIMEZZO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CRECCHIO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,CUPELLO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,DOGLIOLA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,FALLO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,FARA FILIORUM PETRI,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,FARA SAN MARTINO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,FILETTO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,FOSSACESIA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,FRAINE,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,FRANCAVILLA AL MARE,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,FRESAGRANDINARIA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,FRISA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,FURCI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,GAMBERALE,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,GESSOPALENA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,GISSI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,GIULIANO TEATINO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,GUARDIAGRELE,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,GUILMI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,LAMA DEI PELIGNI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,LANCIANO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,LENTELLA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,LETTOPALENA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,LISCIA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,MIGLIANICO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,MONTAZZOLI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,MONTEBELLO SUL SANGRO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,MONTEFERRANTE,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,MONTELAPIANO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,MONTENERODOMO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,MONTEODORISIO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,MOZZAGROGNA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,ORSOGNA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,ORTONA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,PAGLIETA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,PALENA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,PALMOLI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,PALOMBARO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,PENNADOMO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,PENNAPIEDIMONTE,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,PERANO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,PIETRAFERRAZZANA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,PIZZOFERRATO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,POGGIOFIORITO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,POLLUTRI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,PRETORO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,QUADRI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,RAPINO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,RIPA TEATINA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,ROCCA SAN GIOVANNI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,ROCCAMONTEPIANO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,ROCCASCALEGNA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,ROCCASPINALVETI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,ROIO DEL SANGRO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,ROSELLO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,SAN BUONO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,SAN GIOVANNI LIPIONI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,SAN GIOVANNI TEATINO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,SAN MARTINO SULLA MARRUCINA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,SAN SALVO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,SAN VITO CHIETINO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,SANT'EUSANIO DEL SANGRO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,SANTA MARIA IMBARO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,SCERNI,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,SCHIAVI DI ABRUZZO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,TARANTA PELIGNA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,TOLLO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,TORINO DI SANGRO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,TORNARECCIO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,TORREBRUNA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,TORREVECCHIA TEATINA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,TORRICELLA PELIGNA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,TREGLIO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,TUFILLO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,VACRI,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,VASTO,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,VILLA SANTA MARIA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,VILLALFONSINA,05 - Vasto,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Chieti,VILLAMAGNA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,ACCIANO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,AIELLI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,ALFEDENA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,ANVERSA DEGLI ABRUZZI,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,ATELETA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,AVEZZANO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,BALSORANO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,BARETE,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,BARISCIANO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,BARREA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,BISEGNA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,BUGNARA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CAGNANO AMITERNO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CALASCIO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CAMPO DI GIOVE,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CAMPOTOSTO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CANISTRO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CANSANO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CAPESTRANO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CAPISTRELLO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CAPITIGNANO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CAPORCIANO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CAPPADOCIA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CARAPELLE CALVISIO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CARSOLI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CASTEL DEL MONTE,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CASTEL DI IERI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CASTEL DI SANGRO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CASTELLAFIUME,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CASTELVECCHIO CALVISIO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CASTELVECCHIO SUBEQUO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CELANO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CERCHIO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CIVITA D'ANTINO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CIVITELLA ALFEDENA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CIVITELLA ROVETO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,COCULLO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,COLLARMELE,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,COLLELONGO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,COLLEPIETRO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,CORFINIO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,FAGNANO ALTO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,FONTECCHIO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,FOSSA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,GAGLIANO ATERNO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,GIOIA DEI MARSI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,GORIANO SICOLI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,INTRODACQUA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,L'AQUILA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,LECCE NEI MARSI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,LUCO DEI MARSI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,LUCOLI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,MAGLIANO DE' MARSI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,MASSA D'ALBE,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,MOLINA ATERNO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,MONTEREALE,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,MORINO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,NAVELLI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,OCRE,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,OFENA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,OPI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,ORICOLA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,ORTONA DEI MARSI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,ORTUCCHIO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,OVINDOLI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,PACENTRO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,PERETO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,PESCASSEROLI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,PESCINA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,PESCOCOSTANZO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,PETTORANO SUL GIZIO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,PIZZOLI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,POGGIO PICENZE,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,PRATA D'ANSIDONIA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,PRATOLA PELIGNA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,PREZZA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,RAIANO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,RIVISONDOLI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,ROCCA DI BOTTE,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,ROCCA DI CAMBIO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,ROCCA DI MEZZO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,ROCCA PIA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,ROCCACASALE,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,ROCCARASO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,SAN BENEDETTO DEI MARSI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,SAN BENEDETTO IN PERILLIS,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,SAN DEMETRIO NE' VESTINI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,SAN PIO DELLE CAMERE,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,SAN VINCENZO VALLE ROVETO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,SANT'EUSANIO FORCONESE,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,SANTE MARIE,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,SANTO STEFANO DI SESSANIO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,SCANNO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,SCONTRONE,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,SCOPPITO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,SCURCOLA MARSICANA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,SECINARO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,SULMONA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,TAGLIACOZZO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,TIONE DEGLI ABRUZZI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,TORNIMPARTE,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,TRASACCO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,VILLA SANT'ANGELO,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,VILLA SANTA LUCIA DEGLI ABRUZZI,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,VILLALAGO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,L'Aquila,VILLAVALLELONGA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,VILLETTA BARREA,01 - L'Aquila,Abruzzo - 02
2018-03-04,Abruzzo,Abruzzo,L'Aquila,VITTORITO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,ABBATEGGIO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,ALANNO,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,BOLOGNANO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,BRITTOLI,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,BUSSI SUL TIRINO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,CAPPELLE SUL TAVO,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,CARAMANICO TERME,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,CARPINETO DELLA NORA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,CASTIGLIONE A CASAURIA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,CATIGNANO,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,CEPAGATTI,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,CITTA' SANT'ANGELO,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,CIVITAQUANA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,CIVITELLA CASANOVA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,COLLECORVINO,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,CORVARA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,CUGNOLI,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,ELICE,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,FARINDOLA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,LETTOMANOPPELLO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,LORETO APRUTINO,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,MANOPPELLO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,MONTEBELLO DI BERTONA,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,MONTESILVANO,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,MOSCUFO,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,NOCCIANO,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,PENNE,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,PESCARA,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,PESCOSANSONESCO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,PIANELLA,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,PICCIANO,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,PIETRANICO,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,POPOLI,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,ROCCAMORICE,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,ROSCIANO,03 - Pescara,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,SALLE,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,SAN VALENTINO IN ABRUZZO CITERIORE,04 - Chieti,Abruzzo - 01
2018-03-04,Abruzzo,Abruzzo,Pescara,SANT'EUFEMIA A MAIELLA,04 - Chieti,Abruzzo - 01
