Election_Date,Comune,Provincia,Regione,Circoscrizione
1987-06-14,TIGLIETO,GENOVA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,TIGLIOLE,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,TIGNALE,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,TINNURA,NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,TIONE DEGLI ABRUZZI,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TIONE DI TRENTO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,TIRANO,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,TIRES,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,TIRIOLO,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,TIROLO,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,TISSI,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,TITO,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,TIVOLI,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,TIZZANO VAL PARMA,PARMA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,TOANO,REGGIO NELL'EMILIA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,TOCCO CAUDIO,BENEVENTO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,TOCCO DA CASAURIA,PESCARA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TOCENO,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TODI,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,TOFFIA,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,TOIRANO,SAVONA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,TOLENTINO,MACERATA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,TOLFA,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,TOLLEGNO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TOLLO,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TOLMEZZO,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,TOLVE,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,TOMBOLO,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,TON,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,TONADICO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,TONARA,NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,TONCO,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,TONENGO,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,TONEZZA DEL CIMONE,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,TORA E PICCILLI,CASERTA,CAMPANIA,NAPOLI-CASERTA
1987-06-14,TORANO CASTELLO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,TORANO NUOVO,TERAMO,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TORBOLE CASAGLIA,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,TORCEGNO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,TORCHIARA,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,TORCHIAROLO,BRINDISI,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,TORELLA DE' LOMBARDI,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,TORELLA DEL SANNIO,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,TORGIANO,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,TORGNON,AOSTA,VALLE D'AOSTA,AOSTA
1987-06-14,TORINO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TORINO DI SANGRO,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TORITTO,BARI,PUGLIA,BARI-FOGGIA
1987-06-14,TORLINO VIMERCATI,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,TORNACO,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TORNARECCIO,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TORNATA,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,TORNIMPARTE,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TORNO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,TORNOLO,PARMA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,TORO,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,TORPE',NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,TORRACA,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,TORRALBA,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,TORRAZZA COSTE,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,TORRAZZA PIEMONTE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TORRAZZO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TORRE ANNUNZIATA,NAPOLI,CAMPANIA,NAPOLI-CASERTA
1987-06-14,TORRE BERETTI E CASTELLARO,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,TORRE BOLDONE,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,TORRE BORMIDA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,TORRE CAJETANI,FROSINONE,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,TORRE CANAVESE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TORRE D'ARESE,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,TORRE D'ISOLA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,TORRE DE' BUSI,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,TORRE DE' NEGRI,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,TORRE DE' PASSERI,PESCARA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TORRE DE' PICENARDI,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,TORRE DE' ROVERI,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,TORRE DEL GRECO,NAPOLI,CAMPANIA,NAPOLI-CASERTA
1987-06-14,TORRE DI MOSTO,VENEZIA,VENETO,VENEZIA-TREVISO
1987-06-14,TORRE DI RUGGIERO,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,TORRE DI SANTA MARIA,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,TORRE LE NOCELLE,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,TORRE MONDOVI',CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,TORRE ORSAIA,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,TORRE PALLAVICINA,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,TORRE PELLICE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TORRE SAN GIORGIO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,TORRE SAN PATRIZIO,ASCOLI PICENO,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,TORRE SANTA SUSANNA,BRINDISI,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,TORREANO,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,TORREBELVICINO,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,TORREBRUNA,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TORRECUSO,BENEVENTO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,TORREGLIA,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,TORREGROTTA,MESSINA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,TORREMAGGIORE,FOGGIA,PUGLIA,BARI-FOGGIA
1987-06-14,TORRENOVA,MESSINA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,TORRESINA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,TORRETTA,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,TORREVECCHIA PIA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,TORREVECCHIA TEATINA,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TORRI DEL BENACO,VERONA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,TORRI DI QUARTESOLO,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,TORRI IN SABINA,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,TORRIANA,FORLI',EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,TORRICE,FROSINONE,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,TORRICELLA,TARANTO,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,TORRICELLA DEL PIZZO,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,TORRICELLA IN SABINA,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,TORRICELLA PELIGNA,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TORRICELLA SICURA,TERAMO,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TORRICELLA VERZATE,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,TORRIGLIA,GENOVA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,TORRILE,PARMA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,TORRIONI,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,TORRITA DI SIENA,SIENA,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,TORRITA TIBERINA,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,TORTOLI',NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,TORTONA,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,TORTORA,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,TORTORELLA,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,TORTORETO,TERAMO,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TORTORICI,MESSINA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,TORVISCOSA,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,TOSCOLANO MADERNO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,TOSSICIA,TERAMO,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TOVO DI SANT'AGATA,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,TOVO SAN GIACOMO,SAVONA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,TRABIA,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,TRADATE,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,TRAMATZA,ORISTANO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,TRAMBILENO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,TRAMONTI,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,TRAMONTI DI SOPRA,PORDENONE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,TRAMONTI DI SOTTO,PORDENONE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,TRAMUTOLA,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,TRANA,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TRANI,BARI,PUGLIA,BARI-FOGGIA
1987-06-14,TRANSACQUA,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,TRAONA,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,TRAPANI,TRAPANI,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,TRAPPETO,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,TRAREGO VIGGIONA,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TRASACCO,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TRASAGHIS,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,TRASQUERA,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TRATALIAS,CAGLIARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,TRAUSELLA,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TRAVACO' SICCOMARIO,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,TRAVAGLIATO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,TRAVEDONA-MONATE,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,TRAVERSELLA,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TRAVERSETOLO,PARMA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,TRAVES,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TRAVESIO,PORDENONE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,TRAVO,PIACENZA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,TREBASELEGHE,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,TREBISACCE,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,TRECASALI,PARMA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,TRECASE,NAPOLI,CAMPANIA,NAPOLI-CASERTA
1987-06-14,TRECASTAGNI,CATANIA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,TRECATE,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TRECCHINA,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,TRECENTA,ROVIGO,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,TREDOZIO,FORLI',EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,TREGLIO,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TREGNAGO,VERONA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,TREIA,MACERATA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,TREISO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,TREMENICO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,TREMESTIERI ETNEO,CATANIA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,TREMEZZO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,TREMOSINE,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,TRENTA,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,TRENTINARA,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,TRENTO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,TRENTOLA-DUCENTA,CASERTA,CAMPANIA,NAPOLI-CASERTA
1987-06-14,TRENZANO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,TREPPO CARNICO,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,TREPPO GRANDE,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,TREPUZZI,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,TREQUANDA,SIENA,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,TRES,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,TRESANA,MASSA CARRARA,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,TRESCORE BALNEARIO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,TRESCORE CREMASCO,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,TRESIGALLO,FERRARA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,TRESIVIO,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,TRESNURAGHES,ORISTANO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,TREVENZUOLO,VERONA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,TREVI,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,TREVI NEL LAZIO,FROSINONE,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,TREVICO,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,TREVIGLIO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,TREVIGNANO,TREVISO,VENETO,VENEZIA-TREVISO
1987-06-14,TREVIGNANO ROMANO,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,TREVILLE,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,TREVIOLO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,TREVISO,TREVISO,VENETO,VENEZIA-TREVISO
1987-06-14,TREVISO BRESCIANO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,TREZZANO ROSA,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,TREZZANO SUL NAVIGLIO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,TREZZO SULL'ADDA,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,TREZZO TINELLA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,TREZZONE,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,TRIBANO,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,TRIBIANO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,TRIBOGNA,GENOVA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,TRICARICO,MATERA,BASILICATA,POTENZA-MATERA
1987-06-14,TRICASE,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,TRICERRO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TRICESIMO,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,TRICHIANA,BELLUNO,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,TRIEI,NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,TRIESTE,TRIESTE,FRIULI VENEZIA GIULIA,TRIESTE
1987-06-14,TRIGGIANO,BARI,PUGLIA,BARI-FOGGIA
1987-06-14,TRIGOLO,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,TRINITA',CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,TRINITA' D'AGULTU E VIGNOLA,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,TRINITAPOLI,FOGGIA,PUGLIA,BARI-FOGGIA
1987-06-14,TRINO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TRIORA,IMPERIA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,TRIPI,MESSINA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,TRISOBBIO,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,TRISSINO,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,TRIUGGIO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,TRIVENTO,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,TRIVERO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TRIVIGLIANO,FROSINONE,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,TRIVIGNANO UDINESE,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,TRIVIGNO,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,TRIVOLZIO,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,TRODENA,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,TROFARELLO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TROIA,FOGGIA,PUGLIA,BARI-FOGGIA
1987-06-14,TROINA,ENNA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,TROMELLO,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,TRONTANO,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TRONZANO LAGO MAGGIORE,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,TRONZANO VERCELLESE,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,TROPEA,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,TROVO,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,TRUCCAZZANO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,TUBRE,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,TUENNO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,TUFARA,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,TUFILLO,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TUFINO,NAPOLI,CAMPANIA,NAPOLI-CASERTA
1987-06-14,TUFO,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,TUGLIE,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,TUILI,CAGLIARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,TULA,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,TUORO SUL TRASIMENO,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,TURANIA,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,TURANO LODIGIANO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,TURATE,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,TURBIGO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,TURI,BARI,PUGLIA,BARI-FOGGIA
1987-06-14,TURRI,CAGLIARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,TURRIACO,GORIZIA,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,TURRIVALIGNANI,PESCARA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,TURSI,MATERA,BASILICATA,POTENZA-MATERA
1987-06-14,TUSA,MESSINA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,TUSCANIA,VITERBO,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,UBIALE CLANEZZO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,UBOLDO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,UCRIA,MESSINA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,UDINE,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,UGENTO,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,UGGIANO LA CHIESA,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,UGGIATE-TREVANO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,ULA TIRSO,ORISTANO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,ULASSAI,NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,ULTIMO,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,UMBERTIDE,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,UMBRIATICO,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,URAGO D'OGLIO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
