Election_Date,Comune,Provincia,Regione,Circoscrizione
1987-06-14,CASTELLUCCIO INFERIORE,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,CASTELLUCCIO SUPERIORE,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,CASTELLUCCIO VALMAGGIORE,FOGGIA,PUGLIA,BARI-FOGGIA
1987-06-14,CASTELMAGNO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CASTELMARTE,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CASTELMASSA,ROVIGO,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CASTELMAURO,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,CASTELMEZZANO,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,CASTELNOVETTO,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,CASTELNOVO BARIANO,ROVIGO,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CASTELNOVO DEL FRIULI,PORDENONE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CASTELNOVO DI SOTTO,REGGIO NELL'EMILIA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,CASTELNOVO NE' MONTI,REGGIO NELL'EMILIA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,CASTELNUOVO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CASTELNUOVO BELBO,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CASTELNUOVO BERARDENGA,SIENA,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CASTELNUOVO BOCCA D'ADDA,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CASTELNUOVO BORMIDA,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CASTELNUOVO BOZZENTE,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CASTELNUOVO CALCEA,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CASTELNUOVO CILENTO,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CASTELNUOVO DEL GARDA,VERONA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CASTELNUOVO DELLA DAUNIA,FOGGIA,PUGLIA,BARI-FOGGIA
1987-06-14,CASTELNUOVO DI CEVA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CASTELNUOVO DI CONZA,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CASTELNUOVO DI FARFA,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,CASTELNUOVO DI GARFAGNANA,LUCCA,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,CASTELNUOVO DI PORTO,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CASTELNUOVO DI VAL DI CECINA,PISA,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,CASTELNUOVO DON BOSCO,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CASTELNUOVO MAGRA,LA SPEZIA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CASTELNUOVO NIGRA,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CASTELNUOVO PARANO,FROSINONE,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CASTELNUOVO RANGONE,MODENA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,CASTELNUOVO SCRIVIA,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CASTELPAGANO,BENEVENTO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CASTELPETROSO,ISERNIA,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,CASTELPIZZUTO,ISERNIA,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,CASTELPLANIO,ANCONA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,CASTELPOTO,BENEVENTO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CASTELRAIMONDO,MACERATA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,CASTELROTTO,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CASTELSANTANGELO SUL NERA,MACERATA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,CASTELSARACENO,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,CASTELSARDO,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,CASTELSEPRIO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CASTELSILANO,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CASTELSPINA,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CASTELTERMINI,AGRIGENTO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,CASTELVECCANA,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CASTELVECCHIO CALVISIO,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CASTELVECCHIO DI ROCCA BARBENA,SAVONA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CASTELVECCHIO SUBEQUO,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CASTELVENERE,BENEVENTO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CASTELVERDE,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,CASTELVERRINO,ISERNIA,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,CASTELVETERE IN VAL FORTORE,BENEVENTO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CASTELVETERE SUL CALORE,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CASTELVETRANO,TRAPANI,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,CASTELVETRO DI MODENA,MODENA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,CASTELVETRO PIACENTINO,PIACENZA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,CASTELVISCONTI,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,CASTENASO,BOLOGNA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,CASTENEDOLO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CASTIADAS,CAGLIARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,CASTIGLION FIBOCCHI,AREZZO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CASTIGLION FIORENTINO,AREZZO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CASTIGLIONE A CASAURIA,PESCARA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CASTIGLIONE CHIAVARESE,GENOVA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CASTIGLIONE COSENTINO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CASTIGLIONE D'ADDA,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CASTIGLIONE D'INTELVI,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CASTIGLIONE D'ORCIA,SIENA,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CASTIGLIONE DEI PEPOLI,BOLOGNA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,CASTIGLIONE DEL GENOVESI,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CASTIGLIONE DEL LAGO,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,CASTIGLIONE DELLA PESCAIA,GROSSETO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CASTIGLIONE DELLE STIVIERE,MANTOVA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,CASTIGLIONE DI GARFAGNANA,LUCCA,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,CASTIGLIONE DI SICILIA,CATANIA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,CASTIGLIONE FALLETTO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CASTIGLIONE IN TEVERINA,VITERBO,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CASTIGLIONE MESSER MARINO,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CASTIGLIONE MESSER RAIMONDO,TERAMO,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CASTIGLIONE OLONA,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CASTIGLIONE TINELLA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CASTIGLIONE TORINESE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CASTIGNANO,ASCOLI PICENO,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,CASTILENTI,TERAMO,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CASTINO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CASTIONE ANDEVENNO,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CASTIONE DELLA PRESOLANA,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CASTIONS DI STRADA,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CASTIRAGA VIDARDO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CASTO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CASTORANO,ASCOLI PICENO,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,CASTREZZATO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CASTRI DI LECCE,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,CASTRIGNANO DE' GRECI,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,CASTRIGNANO DEL CAPO,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,CASTRO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CASTRO,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,CASTRO DEI VOLSCI,FROSINONE,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CASTROCARO TERME E TERRA DEL SOLE,FORLI',EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,CASTROCIELO,FROSINONE,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CASTROFILIPPO,AGRIGENTO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,CASTROLIBERO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CASTRONNO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CASTRONUOVO DI SANT'ANDREA,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,CASTRONUOVO DI SICILIA,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,CASTROPIGNANO,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,CASTROREALE,MESSINA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,CASTROREGIO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CASTROVILLARI,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CATANIA,CATANIA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,CATANZARO,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CATENANUOVA,ENNA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,CATIGNANO,PESCARA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CATTOLICA,FORLI',EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,CATTOLICA ERACLEA,AGRIGENTO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,CAULONIA,REGGIO CALABRIA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CAUTANO,BENEVENTO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CAVA DE' TIRRENI,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CAVA MANARA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,CAVACURTA,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CAVAGLIA',VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CAVAGLIETTO,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CAVAGLIO D'AGOGNA,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CAVAGLIO-SPOCCIA,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CAVAGNOLO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CAVAION VERONESE,VERONA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CAVALESE,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CAVALLASCA,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CAVALLERLEONE,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CAVALLERMAGGIORE,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CAVALLINO,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,CAVALLIRIO,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CAVARENO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CAVARGNA,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CAVARIA CON PREMEZZO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CAVARZERE,VENEZIA,VENETO,VENEZIA-TREVISO
1987-06-14,CAVASO DEL TOMBA,TREVISO,VENETO,VENEZIA-TREVISO
1987-06-14,CAVASSO NUOVO,PORDENONE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CAVATORE,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CAVAZZO CARNICO,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CAVE,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CAVEDAGO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CAVEDINE,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CAVENAGO D'ADDA,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CAVENAGO DI BRIANZA,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CAVERNAGO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CAVEZZO,MODENA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,CAVIZZANA,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CAVOUR,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CAVRIAGO,REGGIO NELL'EMILIA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,CAVRIANA,MANTOVA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,CAVRIGLIA,AREZZO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,CAZZAGO BRABBIA,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CAZZAGO SAN MARTINO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CAZZANO DI TRAMIGNA,VERONA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CAZZANO SANT'ANDREA,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CECCANO,FROSINONE,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CECIMA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,CECINA,LIVORNO,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,CEDEGOLO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CEDRASCO,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CEFALA' DIANA,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,CEFALU',PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,CEGGIA,VENEZIA,VENETO,VENEZIA-TREVISO
1987-06-14,CEGLIE MESSAPICO,BRINDISI,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,CELANO,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CELENZA SUL TRIGNO,CHIETI,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CELENZA VALFORTORE,FOGGIA,PUGLIA,BARI-FOGGIA
1987-06-14,CELICO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CELLA DATI,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,CELLA MONTE,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CELLAMARE,BARI,PUGLIA,BARI-FOGGIA
1987-06-14,CELLARA,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CELLARENGO,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CELLATICA,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CELLE DI BULGHERIA,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CELLE DI MACRA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CELLE DI SAN VITO,FOGGIA,PUGLIA,BARI-FOGGIA
1987-06-14,CELLE ENOMONDO,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CELLE LIGURE,SAVONA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CELLENO,VITERBO,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CELLERE,VITERBO,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CELLINO ATTANASIO,TERAMO,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CELLINO SAN MARCO,BRINDISI,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,CELLIO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CELLOLE,CASERTA,CAMPANIA,NAPOLI-CASERTA
1987-06-14,CEMBRA,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CENADI,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CENATE SOPRA,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CENATE SOTTO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CENCENIGHE AGORDINO,BELLUNO,VENETO,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CENE,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CENESELLI,ROVIGO,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CENGIO,SAVONA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CENTA SAN NICOLO',TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CENTALLO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CENTO,FERRARA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,CENTOLA,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CENTRACHE,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CENTURIPE,ENNA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,CEPAGATTI,PESCARA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CEPPALONI,BENEVENTO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CEPPO MORELLI,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CEPRANO,FROSINONE,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CERAMI,ENNA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,CERANESI,GENOVA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CERANO,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CERANO D'INTELVI,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CERANOVA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,CERASO,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CERCEMAGGIORE,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,CERCENASCO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CERCEPICCOLA,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,CERCHIARA DI CALABRIA,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CERCHIO,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CERCINO,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CERCIVENTO,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,CERCOLA,NAPOLI,CAMPANIA,NAPOLI-CASERTA
1987-06-14,CERDA,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,CEREA,VERONA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CEREGNANO,ROVIGO,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,CERENZIA,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CERES,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CERESARA,MANTOVA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,CERESETO,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CERESOLE ALBA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CERESOLE REALE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CERETE,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,CERETTO LOMELLINA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,CERGNAGO,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,CERIALE,SAVONA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CERIANA,IMPERIA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,CERIANO LAGHETTO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CERIGNALE,PIACENZA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,CERIGNOLA,FOGGIA,PUGLIA,BARI-FOGGIA
1987-06-14,CERISANO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,CERMENATE,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CERMES,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,CERMIGNANO,TERAMO,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,CERNOBBIO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CERNUSCO LOMBARDONE,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,CERNUSCO SUL NAVIGLIO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CERRETO CASTELLO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CERRETO D'ASTI,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CERRETO D'ESI,ANCONA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,CERRETO DI SPOLETO,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,CERRETO GRUE,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CERRETO GUIDI,FIRENZE,TOSCANA,FIRENZE-PISTOIA
1987-06-14,CERRETO LAZIALE,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,CERRETO SANNITA,BENEVENTO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,CERRETTO DELLE LANGHE,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CERRINA,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,CERRIONE,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,CERRO AL LAMBRO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,CERRO AL VOLTURNO,ISERNIA,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,CERRO MAGGIORE,MILANO,LOMBARDIA,MILANO-PAVIA
