Election_Date,Circoscrizione,Regione,Provincia,Comune,Collegio uninominale
2001-05-13,BASILICATA,BASILICATA,NA,NOVA SIRI,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,OLIVETO LUCANO,Matera
2001-05-13,BASILICATA,BASILICATA,NA,OPPIDO LUCANO,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,PALAZZO SAN GERVASIO,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,PATERNO,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,PESCOPAGANO,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,PICERNO,Potenza
2001-05-13,BASILICATA,BASILICATA,NA,PIETRAGALLA,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,PIETRAPERTOSA,Potenza
2001-05-13,BASILICATA,BASILICATA,NA,PIGNOLA,Potenza
2001-05-13,BASILICATA,BASILICATA,NA,PISTICCI,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,POLICORO,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,POMARICO,Matera
2001-05-13,BASILICATA,BASILICATA,NA,POTENZA,Potenza
2001-05-13,BASILICATA,BASILICATA,NA,RAPOLLA,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,RAPONE,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,RIONERO IN VULTURE,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,RIPACANDIDA,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,RIVELLO,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,ROCCANOVA,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,ROTONDA,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,ROTONDELLA,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,RUOTI,Potenza
2001-05-13,BASILICATA,BASILICATA,NA,RUVO DEL MONTE,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,SALANDRA,Matera
2001-05-13,BASILICATA,BASILICATA,NA,SAN CHIRICO NUOVO,Potenza
2001-05-13,BASILICATA,BASILICATA,NA,SAN CHIRICO RAPARO,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,SAN COSTANTINO ALBANESE,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,SAN FELE,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,SAN GIORGIO LUCANO,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,SAN MARTINO D'AGRI,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,SAN MAURO FORTE,Matera
2001-05-13,BASILICATA,BASILICATA,NA,SAN PAOLO ALBANESE,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,SAN SEVERINO LUCANO,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,SANT'ANGELO LE FRATTE,Potenza
2001-05-13,BASILICATA,BASILICATA,NA,SANT'ARCANGELO,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,SARCONI,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,SASSO DI CASTALDA,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,SATRIANO DI LUCANIA,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,SAVOIA DI LUCANIA,Potenza
2001-05-13,BASILICATA,BASILICATA,NA,SCANZANO JONICO,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,SENISE,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,SPINOSO,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,STIGLIANO,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,TEANA,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,TERRANOVA DI POLLINO,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,TITO,Potenza
2001-05-13,BASILICATA,BASILICATA,NA,TOLVE,Potenza
2001-05-13,BASILICATA,BASILICATA,NA,TRAMUTOLA,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,TRECCHINA,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,TRICARICO,Matera
2001-05-13,BASILICATA,BASILICATA,NA,TRIVIGNO,Potenza
2001-05-13,BASILICATA,BASILICATA,NA,TURSI,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,VAGLIO BASILICATA,Potenza
2001-05-13,BASILICATA,BASILICATA,NA,VALSINNI,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,VENOSA,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,VIETRI DI POTENZA,Potenza
2001-05-13,BASILICATA,BASILICATA,NA,VIGGIANELLO,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,VIGGIANO,Lauria
2001-05-13,BASILICATA,BASILICATA,MATERA,ACCETTURA,Matera
2001-05-13,BASILICATA,BASILICATA,MATERA,ALIANO,Pisticci
2001-05-13,BASILICATA,BASILICATA,MATERA,BERNALDA,Pisticci
2001-05-13,BASILICATA,BASILICATA,MATERA,CALCIANO,Matera
2001-05-13,BASILICATA,BASILICATA,MATERA,CIRIGLIANO,Pisticci
2001-05-13,BASILICATA,BASILICATA,MATERA,COLOBRARO,Pisticci
2001-05-13,BASILICATA,BASILICATA,MATERA,CRACO,Pisticci
2001-05-13,BASILICATA,BASILICATA,MATERA,FERRANDINA,Matera
2001-05-13,BASILICATA,BASILICATA,MATERA,GARAGUSO,Matera
2001-05-13,BASILICATA,BASILICATA,MATERA,GORGOGLIONE,Pisticci
2001-05-13,BASILICATA,BASILICATA,MATERA,GRASSANO,Matera
2001-05-13,BASILICATA,BASILICATA,MATERA,GROTTOLE,Matera
2001-05-13,BASILICATA,BASILICATA,MATERA,IRSINA,Matera
2001-05-13,BASILICATA,BASILICATA,POTENZA,ABRIOLA,Potenza
2001-05-13,BASILICATA,BASILICATA,POTENZA,ACERENZA,Melfi
2001-05-13,BASILICATA,BASILICATA,POTENZA,ALBANO DI LUCANIA,Potenza
2001-05-13,BASILICATA,BASILICATA,POTENZA,ANZI,Potenza
2001-05-13,BASILICATA,BASILICATA,POTENZA,ARMENTO,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,ATELLA,Melfi
2001-05-13,BASILICATA,BASILICATA,POTENZA,AVIGLIANO,Potenza
2001-05-13,BASILICATA,BASILICATA,POTENZA,BALVANO,Potenza
2001-05-13,BASILICATA,BASILICATA,POTENZA,BANZI,Melfi
2001-05-13,BASILICATA,BASILICATA,POTENZA,BARAGIANO,Potenza
2001-05-13,BASILICATA,BASILICATA,POTENZA,BARILE,Melfi
2001-05-13,BASILICATA,BASILICATA,POTENZA,BELLA,Potenza
2001-05-13,BASILICATA,BASILICATA,POTENZA,BRIENZA,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,BRINDISI MONTAGNA,Potenza
2001-05-13,BASILICATA,BASILICATA,POTENZA,CALVELLO,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,CALVERA,Pisticci
2001-05-13,BASILICATA,BASILICATA,POTENZA,CAMPOMAGGIORE,Potenza
2001-05-13,BASILICATA,BASILICATA,POTENZA,CANCELLARA,Melfi
2001-05-13,BASILICATA,BASILICATA,POTENZA,CARBONE,Pisticci
2001-05-13,BASILICATA,BASILICATA,POTENZA,CASTELGRANDE,Melfi
2001-05-13,BASILICATA,BASILICATA,POTENZA,CASTELLUCCIO INFERIORE,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,CASTELLUCCIO SUPERIORE,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,CASTELMEZZANO,Potenza
2001-05-13,BASILICATA,BASILICATA,POTENZA,CASTELSARACENO,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,CASTRONUOVO DI SANT'ANDREA,Pisticci
2001-05-13,BASILICATA,BASILICATA,POTENZA,CERSOSIMO,Pisticci
2001-05-13,BASILICATA,BASILICATA,POTENZA,CHIAROMONTE,Pisticci
2001-05-13,BASILICATA,BASILICATA,POTENZA,CORLETO PERTICARA,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,EPISCOPIA,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,FARDELLA,Pisticci
2001-05-13,BASILICATA,BASILICATA,POTENZA,FILIANO,Melfi
2001-05-13,BASILICATA,BASILICATA,POTENZA,FORENZA,Melfi
2001-05-13,BASILICATA,BASILICATA,POTENZA,FRANCAVILLA IN SINNI,Pisticci
2001-05-13,BASILICATA,BASILICATA,POTENZA,GALLICCHIO,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,GENZANO DI LUCANIA,Melfi
2001-05-13,BASILICATA,BASILICATA,POTENZA,GINESTRA,Melfi
2001-05-13,BASILICATA,BASILICATA,POTENZA,GRUMENTO NOVA,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,GUARDIA PERTICARA,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,LAGONEGRO,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,LATRONICO,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,LAURENZANA,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,LAURIA,Lauria
2001-05-13,BASILICATA,BASILICATA,POTENZA,LAVELLO,Melfi
2001-05-13,CALABRIA,CALABRIA,NA,MALITO,Cosenza
2001-05-13,CALABRIA,CALABRIA,NA,MALVITO,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,MAMMOLA,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,MANDATORICCIO,Rossano
2001-05-13,CALABRIA,CALABRIA,NA,MANGONE,Cosenza
2001-05-13,CALABRIA,CALABRIA,NA,MARANO MARCHESATO,Rende
2001-05-13,CALABRIA,CALABRIA,NA,MARANO PRINCIPATO,Rende
2001-05-13,CALABRIA,CALABRIA,NA,MARCEDUSA,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,MARCELLINARA,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,MARINA DI GIOIOSA IONICA,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,MAROPATI,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,MARTIRANO,Lamezia Terme
2001-05-13,CALABRIA,CALABRIA,NA,MARTIRANO LOMBARDO,Lamezia Terme
2001-05-13,CALABRIA,CALABRIA,NA,MARTONE,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,MARZI,Cosenza
2001-05-13,CALABRIA,CALABRIA,NA,MELICUCCA',Reggio Calabria-Villa S. Giovanni
2001-05-13,CALABRIA,CALABRIA,NA,MELICUCCO,Palmi
2001-05-13,CALABRIA,CALABRIA,NA,MELISSA,Crotone
2001-05-13,CALABRIA,CALABRIA,NA,MELITO DI PORTO SALVO,Locri
2001-05-13,CALABRIA,CALABRIA,NA,MENDICINO,Rende
2001-05-13,CALABRIA,CALABRIA,NA,MESORACA,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,MIGLIERINA,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,MILETO,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,MOLOCHIO,Palmi
2001-05-13,CALABRIA,CALABRIA,NA,MONASTERACE,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,MONGIANA,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,MONGRASSANO,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,MONTALTO UFFUGO,Rende
2001-05-13,CALABRIA,CALABRIA,NA,MONTAURO,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,MONTEBELLO IONICO,Locri
2001-05-13,CALABRIA,CALABRIA,NA,MONTEGIORDANO,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,MONTEPAONE,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,MONTEROSSO CALABRO,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,MORANO CALABRO,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,MORMANNO,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,MOTTA SAN GIOVANNI,Locri
2001-05-13,CALABRIA,CALABRIA,NA,MOTTA SANTA LUCIA,Lamezia Terme
2001-05-13,CALABRIA,CALABRIA,NA,MOTTAFOLLONE,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,NARDODIPACE,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,NICOTERA,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,NOCARA,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,NOCERA TIRINESE,Lamezia Terme
2001-05-13,CALABRIA,CALABRIA,NA,OLIVADI,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,OPPIDO MAMERTINA,Palmi
2001-05-13,CALABRIA,CALABRIA,NA,ORIOLO,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,ORSOMARSO,Paola
2001-05-13,CALABRIA,CALABRIA,NA,PALERMITI,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,PALIZZI,Locri
2001-05-13,CALABRIA,CALABRIA,NA,PALLAGORIO,Crotone
2001-05-13,CALABRIA,CALABRIA,NA,PALMI,Palmi
2001-05-13,CALABRIA,CALABRIA,NA,PALUDI,Rossano
2001-05-13,CALABRIA,CALABRIA,NA,PANETTIERI,Cosenza
2001-05-13,CALABRIA,CALABRIA,NA,PAOLA,Paola
2001-05-13,CALABRIA,CALABRIA,NA,PAPASIDERO,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,PARENTI,Cosenza
2001-05-13,CALABRIA,CALABRIA,NA,PARGHELIA,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,Parte di Comune REGGIO DI CALABRIA,Reggio Calabria-Villa S. Giovanni
2001-05-13,CALABRIA,CALABRIA,NA,PATERNO CALABRO,Cosenza
2001-05-13,CALABRIA,CALABRIA,NA,PAZZANO,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,PEDACE,Rende
2001-05-13,CALABRIA,CALABRIA,NA,PEDIVIGLIANO,Cosenza
2001-05-13,CALABRIA,CALABRIA,NA,PENTONE,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,PETILIA POLICASTRO,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,PETRIZZI,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,PETRONA',Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,PIANE CRATI,Rende
2001-05-13,CALABRIA,CALABRIA,NA,PIANOPOLI,Lamezia Terme
2001-05-13,CALABRIA,CALABRIA,NA,PIETRAFITTA,Rende
2001-05-13,CALABRIA,CALABRIA,NA,PIETRAPAOLA,Rossano
2001-05-13,CALABRIA,CALABRIA,NA,PIZZO,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,PIZZONI,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,PLACANICA,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,PLATACI,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,PLATANIA,Lamezia Terme
2001-05-13,CALABRIA,CALABRIA,NA,PLATI',Locri
2001-05-13,CALABRIA,CALABRIA,NA,POLIA,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,POLISTENA,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,PORTIGLIOLA,Locri
2001-05-13,CALABRIA,CALABRIA,NA,PRAIA A MARE,Paola
2001-05-13,CALABRIA,CALABRIA,NA,Reggio Calabria - Sbarre,Reggio Calabria - Sbarre
2001-05-13,CALABRIA,CALABRIA,NA,RENDE,Rende
2001-05-13,CALABRIA,CALABRIA,NA,RIACE,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,RICADI,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,RIZZICONI,Palmi
2001-05-13,CALABRIA,CALABRIA,NA,ROCCA DI NETO,Crotone
2001-05-13,CALABRIA,CALABRIA,NA,ROCCA IMPERIALE,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,ROCCABERNARDA,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,ROCCAFORTE DEL GRECO,Locri
2001-05-13,CALABRIA,CALABRIA,NA,ROCCELLA IONICA,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,ROGGIANO GRAVINA,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,ROGHUDI,Locri
2001-05-13,CALABRIA,CALABRIA,NA,ROGLIANO,Cosenza
2001-05-13,CALABRIA,CALABRIA,NA,ROMBIOLO,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,ROSARNO,Palmi
2001-05-13,CALABRIA,CALABRIA,NA,ROSE,Rende
2001-05-13,CALABRIA,CALABRIA,NA,ROSETO CAPO SPULICO,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,ROSSANO,Rossano
2001-05-13,CALABRIA,CALABRIA,NA,ROTA GRECA,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,ROVITO,Rende
2001-05-13,CALABRIA,CALABRIA,NA,SAMO,Locri
2001-05-13,CALABRIA,CALABRIA,NA,SAN BASILE,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,SAN BENEDETTO ULLANO,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,SAN CALOGERO,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,SAN COSMO ALBANESE,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,SAN COSTANTINO CALABRO,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,SAN DEMETRIO CORONE,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,SAN DONATO DI NINEA,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,SAN FERDINANDO,Palmi
2001-05-13,CALABRIA,CALABRIA,NA,SAN FILI,Rende
2001-05-13,CALABRIA,CALABRIA,NA,SAN FLORO,Catanzaro
2001-05-13,CALABRIA,CALABRIA,NA,SAN GIORGIO ALBANESE,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,SAN GIORGIO MORGETO,Palmi
2001-05-13,CALABRIA,CALABRIA,NA,SAN GIOVANNI DI GERACE,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,SAN GIOVANNI IN FIORE,Rossano
2001-05-13,CALABRIA,CALABRIA,NA,SAN GREGORIO D'IPPONA,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,SAN LORENZO,Locri
2001-05-13,CALABRIA,CALABRIA,NA,SAN LORENZO BELLIZZI,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,SAN LORENZO DEL VALLO,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,SAN LUCA,Locri
2001-05-13,CALABRIA,CALABRIA,NA,SAN LUCIDO,Paola
2001-05-13,CALABRIA,CALABRIA,NA,SAN MANGO D'AQUINO,Lamezia Terme
2001-05-13,CALABRIA,CALABRIA,NA,SAN MARCO ARGENTANO,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,SAN MARTINO DI FINITA,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,SAN MAURO MARCHESATO,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,SAN NICOLA ARCELLA,Paola
2001-05-13,CALABRIA,CALABRIA,NA,SAN NICOLA DA CRISSA,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,SAN NICOLA DELL'ALTO,Crotone
2001-05-13,CALABRIA,CALABRIA,NA,SAN PIETRO A MAIDA,Lamezia Terme
2001-05-13,CALABRIA,CALABRIA,NA,SAN PIETRO APOSTOLO,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,SAN PIETRO DI CARIDA',Siderno
2001-05-13,CALABRIA,CALABRIA,NA,SAN PIETRO IN AMANTEA,Paola
2001-05-13,CALABRIA,CALABRIA,NA,SAN PIETRO IN GUARANO,Rende
2001-05-13,CALABRIA,CALABRIA,NA,SAN PROCOPIO,Reggio Calabria-Villa S. Giovanni
2001-05-13,CALABRIA,CALABRIA,NA,SAN ROBERTO,Reggio Calabria-Villa S. Giovanni
2001-05-13,CALABRIA,CALABRIA,NA,SAN SOSTENE,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,SAN SOSTI,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,SAN VINCENZO LA COSTA,Rende
2001-05-13,CALABRIA,CALABRIA,NA,SAN VITO SULLO IONIO,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,SANGINETO,Paola
2001-05-13,CALABRIA,CALABRIA,NA,SANT'AGATA DEL BIANCO,Locri
2001-05-13,CALABRIA,CALABRIA,NA,SANT'AGATA DI ESARO,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,SANT'ALESSIO IN ASPROMONTE,Reggio Calabria-Villa S. Giovanni
2001-05-13,CALABRIA,CALABRIA,NA,SANT'ANDREA APOSTOLO DELLO IONIO,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,SANT'EUFEMIA D'ASPROMONTE,Reggio Calabria-Villa S. Giovanni
2001-05-13,CALABRIA,CALABRIA,NA,SANT'ILARIO DELLO IONIO,Locri
2001-05-13,CALABRIA,CALABRIA,NA,SANT'ONOFRIO,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,SANTA CATERINA ALBANESE,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,SANTA CATERINA DELLO IONIO,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,SANTA CRISTINA D'ASPROMONTE,Palmi
2001-05-13,CALABRIA,CALABRIA,NA,SANTA DOMENICA TALAO,Paola
2001-05-13,CALABRIA,CALABRIA,NA,SANTA MARIA DEL CEDRO,Paola
2001-05-13,CALABRIA,CALABRIA,NA,SANTA SEVERINA,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,SANTA SOFIA D'EPIRO,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,SANTO STEFANO DI ROGLIANO,Cosenza
2001-05-13,CALABRIA,CALABRIA,NA,SANTO STEFANO IN ASPROMONTE,Reggio Calabria-Villa S. Giovanni
2001-05-13,CALABRIA,CALABRIA,NA,SARACENA,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,SATRIANO,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,SAVELLI,Crotone
2001-05-13,CALABRIA,CALABRIA,NA,SCALA COELI,Rossano
2001-05-13,CALABRIA,CALABRIA,NA,SCALEA,Paola
2001-05-13,CALABRIA,CALABRIA,NA,SCANDALE,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,SCIDO,Palmi
2001-05-13,CALABRIA,CALABRIA,NA,SCIGLIANO,Cosenza
2001-05-13,CALABRIA,CALABRIA,NA,SCILLA,Reggio Calabria-Villa S. Giovanni
2001-05-13,CALABRIA,CALABRIA,NA,SELLIA,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,SELLIA MARINA,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,SEMINARA,Reggio Calabria-Villa S. Giovanni
2001-05-13,CALABRIA,CALABRIA,NA,SERRA D'AIELLO,Paola
2001-05-13,CALABRIA,CALABRIA,NA,SERRA PEDACE,Rende
2001-05-13,CALABRIA,CALABRIA,NA,SERRA SAN BRUNO,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,SERRASTRETTA,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,SERRATA,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,SERSALE,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,SETTINGIANO,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,SIDERNO,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,SIMBARIO,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,SIMERI CRICHI,Catanzaro
2001-05-13,CALABRIA,CALABRIA,NA,SINOPOLI,Reggio Calabria-Villa S. Giovanni
2001-05-13,CALABRIA,CALABRIA,NA,SORBO SAN BASILE,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,SORIANELLO,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,SORIANO CALABRO,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,SOVERATO,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,SOVERIA MANNELLI,Lamezia Terme
2001-05-13,CALABRIA,CALABRIA,NA,SOVERIA SIMERI,Catanzaro
2001-05-13,CALABRIA,CALABRIA,NA,SPADOLA,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,SPEZZANO ALBANESE,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,SPEZZANO DELLA SILA,Rende
2001-05-13,CALABRIA,CALABRIA,NA,SPEZZANO PICCOLO,Rende
2001-05-13,CALABRIA,CALABRIA,NA,SPILINGA,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,SQUILLACE,Catanzaro
2001-05-13,CALABRIA,CALABRIA,NA,STAITI,Locri
2001-05-13,CALABRIA,CALABRIA,NA,STALETTI,Catanzaro
2001-05-13,CALABRIA,CALABRIA,NA,STEFANACONI,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,STIGNANO,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,STILO,Siderno
2001-05-13,CALABRIA,CALABRIA,NA,STRONGOLI,Crotone
2001-05-13,CALABRIA,CALABRIA,NA,TARSIA,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,TAURIANOVA,Palmi
2001-05-13,CALABRIA,CALABRIA,NA,TAVERNA,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,TERRANOVA DA SIBARI,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,TERRANOVA SAPPO MINULIO,Palmi
2001-05-13,CALABRIA,CALABRIA,NA,TERRAVECCHIA,Rossano
2001-05-13,CALABRIA,CALABRIA,NA,TIRIOLO,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,TORANO CASTELLO,Castrovillari
2001-05-13,CALABRIA,CALABRIA,NA,TORRE DI RUGGIERO,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,TORTORA,Paola
2001-05-13,CALABRIA,CALABRIA,NA,TREBISACCE,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,TRENTA,Rende
2001-05-13,CALABRIA,CALABRIA,NA,TROPEA,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,UMBRIATICO,Crotone
2001-05-13,CALABRIA,CALABRIA,NA,VACCARIZZO ALBANESE,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,VALLEFIORITA,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,VALLELONGA,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,VARAPODIO,Palmi
2001-05-13,CALABRIA,CALABRIA,NA,VAZZANO,Soverato
2001-05-13,CALABRIA,CALABRIA,NA,VERBICARO,Paola
2001-05-13,CALABRIA,CALABRIA,NA,VERZINO,Crotone
2001-05-13,CALABRIA,CALABRIA,NA,VIBO VALENTIA,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,VILLA SAN GIOVANNI,Reggio Calabria-Villa S. Giovanni
2001-05-13,CALABRIA,CALABRIA,NA,VILLAPIANA,Corigliano Calabro
2001-05-13,CALABRIA,CALABRIA,NA,ZACCANOPOLI,Vibo Valentia
2001-05-13,CALABRIA,CALABRIA,NA,ZAGARISE,Isola di Capo Rizzuto
2001-05-13,CALABRIA,CALABRIA,NA,ZAMBRONE,Vibo Valentia
