Election_Date,Circoscrizione,Regione,Provincia,Comune,Collegio uninominale
2001-05-13,ABRUZZO,ABRUZZO,NA,MANOPPELLO,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,MARTINSICURO,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,NA,MASSA D'ALBE,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,MIGLIANICO,Chieti
2001-05-13,ABRUZZO,ABRUZZO,NA,MOLINA ATERNO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,MONTAZZOLI,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,MONTEBELLO DI BERTONA,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,NA,MONTEBELLO SUL SANGRO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,MONTEFERRANTE,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,MONTEFINO,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,NA,MONTELAPIANO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,MONTENERODOMO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,MONTEODORISIO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,MONTEREALE,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,MONTESILVANO,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,NA,MONTORIO AL VOMANO,Teramo
2001-05-13,ABRUZZO,ABRUZZO,NA,MORINO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,MORRO D'ORO,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,NA,MOSCIANO SANT'ANGELO,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,NA,MOSCUFO,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,MOZZAGROGNA,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,NAVELLI,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,NERETO,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,NA,NOCCIANO,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,NOTARESCO,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,NA,OCRE,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,OFENA,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,OPI,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,ORICOLA,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,ORSOGNA,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,ORTONA,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,ORTONA DEI MARSI,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,ORTUCCHIO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,OVINDOLI,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,PACENTRO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,PAGLIETA,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,PALENA,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,PALMOLI,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,PALOMBARO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,PENNA SANT'ANDREA,Teramo
2001-05-13,ABRUZZO,ABRUZZO,NA,PENNADOMO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,PENNAPIEDIMONTE,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,PENNE,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,NA,PERANO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,PERETO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,PESCARA,Pescara
2001-05-13,ABRUZZO,ABRUZZO,NA,PESCASSEROLI,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,PESCINA,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,PESCOCOSTANZO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,PESCOSANSONESCO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,PETTORANO SUL GIZIO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,PIANELLA,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,PICCIANO,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,NA,PIETRACAMELA,Teramo
2001-05-13,ABRUZZO,ABRUZZO,NA,PIETRAFERRAZZANA,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,PIETRANICO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,PINETO,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,NA,PIZZOFERRATO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,PIZZOLI,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,POGGIO PICENZE,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,POGGIOFIORITO,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,POLLUTRI,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,POPOLI,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,PRATA D'ANSIDONIA,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,PRATOLA PELIGNA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,PRETORO,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,PREZZA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,QUADRI,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,RAIANO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,RAPINO,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,RIPA TEATINA,Chieti
2001-05-13,ABRUZZO,ABRUZZO,NA,RIVISONDOLI,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,ROCCA DI BOTTE,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,ROCCA DI CAMBIO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,ROCCA DI MEZZO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,ROCCA PIA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,ROCCA SAN GIOVANNI,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,ROCCA SANTA MARIA,Teramo
2001-05-13,ABRUZZO,ABRUZZO,NA,ROCCACASALE,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,ROCCAMONTEPIANO,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,ROCCAMORICE,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,ROCCARASO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,ROCCASCALEGNA,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,ROCCASPINALVETI,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,ROIO DEL SANGRO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,ROSCIANO,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,ROSELLO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,ROSETO DEGLI ABRUZZI,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,NA,SALLE,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,SAN BENEDETTO DEI MARSI,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,SAN BENEDETTO IN PERILLIS,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,SAN BUONO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,SAN DEMETRIO NE' VESTINI,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,SAN GIOVANNI LIPIONI,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,SAN GIOVANNI TEATINO,Chieti
2001-05-13,ABRUZZO,ABRUZZO,NA,SAN MARTINO SULLA MARRUCINA,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,SAN PIO DELLE CAMERE,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,SAN SALVO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,SAN VALENTINO IN ABRUZZO CITERIORE,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,SAN VINCENZO VALLE ROVETO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,SAN VITO CHIETINO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,SANT'EGIDIO ALLA VIBRATA,Teramo
2001-05-13,ABRUZZO,ABRUZZO,NA,SANT'EUFEMIA A MAIELLA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,SANT'EUSANIO DEL SANGRO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,SANT'EUSANIO FORCONESE,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,SANT'OMERO,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,NA,SANTA MARIA IMBARO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,SANTE MARIE,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,SANTO STEFANO DI SESSANIO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,SCAFA,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,SCANNO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,SCERNI,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,SCHIAVI DI ABRUZZO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,SCONTRONE,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,SCOPPITO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,SCURCOLA MARSICANA,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,SECINARO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,SERRAMONACESCA,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,SILVI,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,NA,SPOLTORE,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,NA,SULMONA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,TAGLIACOZZO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,TARANTA PELIGNA,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,TERAMO,Teramo
2001-05-13,ABRUZZO,ABRUZZO,NA,TIONE DEGLI ABRUZZI,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,TOCCO DA CASAURIA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,TOLLO,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,TORANO NUOVO,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,NA,TORINO DI SANGRO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,TORNARECCIO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,TORNIMPARTE,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,TORRE DE' PASSERI,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,TORREBRUNA,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,TORREVECCHIA TEATINA,Chieti
2001-05-13,ABRUZZO,ABRUZZO,NA,TORRICELLA PELIGNA,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,TORRICELLA SICURA,Teramo
2001-05-13,ABRUZZO,ABRUZZO,NA,TORTORETO,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,NA,TOSSICIA,Teramo
2001-05-13,ABRUZZO,ABRUZZO,NA,TRASACCO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,TREGLIO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,TUFILLO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,TURRIVALIGNANI,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,VACRI,Ortona
2001-05-13,ABRUZZO,ABRUZZO,NA,VALLE CASTELLANA,Teramo
2001-05-13,ABRUZZO,ABRUZZO,NA,VASTO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,VICOLI,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,VILLA CELIERA,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,NA,VILLA SANT'ANGELO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,VILLA SANTA LUCIA DEGLI ABRUZZI,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,NA,VILLA SANTA MARIA,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,NA,VILLALAGO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,VILLALFONSINA,Vasto
2001-05-13,ABRUZZO,ABRUZZO,NA,VILLAMAGNA,Chieti
2001-05-13,ABRUZZO,ABRUZZO,NA,VILLAVALLELONGA,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,NA,VILLETTA BARREA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,NA,VITTORITO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,ALTINO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,ARCHI,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,ARI,Ortona
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,ARIELLI,Ortona
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,ATESSA,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,BOMBA,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,BORRELLO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,BUCCHIANICO,Chieti
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CANOSA SANNITA,Ortona
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CARPINETO SINELLO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CARUNCHIO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CASACANDITELLA,Ortona
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CASALANGUIDA,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CASALBORDINO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CASALINCONTRADA,Ortona
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CASOLI,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CASTEL FRENTANO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CASTELGUIDONE,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CASTIGLIONE MESSER MARINO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CELENZA SUL TRIGNO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CHIETI,Chieti
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CIVITALUPARELLA,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CIVITELLA MESSER RAIMONDO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,COLLEDIMACINE,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,COLLEDIMEZZO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CRECCHIO,Ortona
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,CUPELLO,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,DOGLIOLA,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,FALLO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,FARA FILIORUM PETRI,Ortona
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,FARA SAN MARTINO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,FILETTO,Ortona
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,FOSSACESIA,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,FRAINE,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,FRANCAVILLA AL MARE,Chieti
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,FRESAGRANDINARIA,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,FRISA,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,FURCI,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,GAMBERALE,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,GESSOPALENA,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,GISSI,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,GIULIANO TEATINO,Chieti
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,GUARDIAGRELE,Ortona
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,GUILMI,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,LAMA DEI PELIGNI,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,LANCIANO,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,LENTELLA,Vasto
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,LETTOPALENA,Lanciano
2001-05-13,ABRUZZO,ABRUZZO,CHIETI,LISCIA,Vasto
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,ACCIANO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,AIELLI,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,ALFEDENA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,ANVERSA DEGLI ABRUZZI,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,ATELETA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,AVEZZANO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,BALSORANO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,BARETE,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,BARISCIANO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,BARREA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,BISEGNA,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,BUGNARA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CAGNANO AMITERNO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CALASCIO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CAMPO DI GIOVE,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CAMPOTOSTO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CANISTRO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CANSANO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CAPESTRANO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CAPISTRELLO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CAPITIGNANO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CAPORCIANO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CAPPADOCIA,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CARAPELLE CALVISIO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CARSOLI,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CASTEL DEL MONTE,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CASTEL DI IERI,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CASTEL DI SANGRO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CASTELLAFIUME,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CASTELVECCHIO CALVISIO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CASTELVECCHIO SUBEQUO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CELANO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CERCHIO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CIVITA D'ANTINO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CIVITELLA ALFEDENA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CIVITELLA ROVETO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,COCULLO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,COLLARMELE,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,COLLELONGO,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,COLLEPIETRO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,CORFINIO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,FAGNANO ALTO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,FONTECCHIO,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,FOSSA,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,GAGLIANO ATERNO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,GIOIA DEI MARSI,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,GORIANO SICOLI,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,INTRODACQUA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,L'AQUILA,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,LECCE NEI MARSI,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,LUCO DEI MARSI,Avezzano
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,LUCOLI,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,L'AQUILA,MAGLIANO DE' MARSI,L'Aquila
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,ABBATEGGIO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,ALANNO,Ortona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,BOLOGNANO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,BRITTOLI,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,BUSSI SUL TIRINO,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,CAPPELLE SUL TAVO,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,CARAMANICO TERME,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,CARPINETO DELLA NORA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,CASTIGLIONE A CASAURIA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,CATIGNANO,Ortona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,CEPAGATTI,Ortona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,CITTA' SANT'ANGELO,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,CIVITAQUANA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,CIVITELLA CASANOVA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,COLLECORVINO,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,CORVARA,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,CUGNOLI,Sulmona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,ELICE,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,FARINDOLA,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,LETTOMANOPPELLO,Ortona
2001-05-13,ABRUZZO,ABRUZZO,PESCARA,LORETO APRUTINO,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,ALBA ADRIATICA,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,ANCARANO,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,ARSITA,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,ATRI,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,BASCIANO,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,BELLANTE,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,BISENTI,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,CAMPLI,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,CANZANO,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,CASTEL CASTAGNA,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,CASTELLALTO,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,CASTELLI,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,CASTIGLIONE MESSER RAIMONDO,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,CASTILENTI,Montesilvano
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,CELLINO ATTANASIO,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,CERMIGNANO,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,CIVITELLA DEL TRONTO,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,COLLEDARA,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,COLONNELLA,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,CONTROGUERRA,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,CORROPOLI,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,CORTINO,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,CROGNALETO,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,FANO ADRIANO,Teramo
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,GIULIANOVA,Giulianova
2001-05-13,ABRUZZO,ABRUZZO,TERAMO,ISOLA DEL GRAN SASSO D'ITALIA,Teramo
2001-05-13,BASILICATA,BASILICATA,NA,MARATEA,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,MARSICO NUOVO,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,MARSICOVETERE,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,MASCHITO,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,MATERA,Matera
2001-05-13,BASILICATA,BASILICATA,NA,MELFI,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,MIGLIONICO,Matera
2001-05-13,BASILICATA,BASILICATA,NA,MISSANELLO,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,MOLITERNO,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,MONTALBANO IONICO,Pisticci
2001-05-13,BASILICATA,BASILICATA,NA,MONTEMILONE,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,MONTEMURRO,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,MONTESCAGLIOSO,Matera
2001-05-13,BASILICATA,BASILICATA,NA,MURO LUCANO,Melfi
2001-05-13,BASILICATA,BASILICATA,NA,NEMOLI,Lauria
2001-05-13,BASILICATA,BASILICATA,NA,NOEPOLI,Pisticci
