Election_Date,Circoscrizione,Provincia,Comune
1958-05-25,MANTOVA-CREMONA,CREMONA,SORESINA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SERRENTI
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,OVADA
1958-05-25,COMO-SONDRIO-VARESE,COMO,REZZAGO
1958-05-25,COMO-SONDRIO-VARESE,COMO,ROBBIATE
1958-05-25,COMO-SONDRIO-VARESE,COMO,RODERO
1958-05-25,COMO-SONDRIO-VARESE,COMO,ROGENO
1958-05-25,COMO-SONDRIO-VARESE,COMO,RONAGO
1958-05-25,COMO-SONDRIO-VARESE,COMO,ROVAGNATE
1958-05-25,MANTOVA-CREMONA,CREMONA,SCANDOLARA RIPA D'OGLIO
1958-05-25,MANTOVA-CREMONA,CREMONA,SERGNANO
1958-05-25,MANTOVA-CREMONA,CREMONA,SESTO ED UNITI
1958-05-25,MANTOVA-CREMONA,CREMONA,SOLAROLO RAINERIO
1958-05-25,COMO-SONDRIO-VARESE,COMO,VAL REZZO
1958-05-25,COMO-SONDRIO-VARESE,COMO,VALSOLDA
1958-05-25,COMO-SONDRIO-VARESE,COMO,VARENNA
1958-05-25,COMO-SONDRIO-VARESE,COMO,VELESO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,ACCEGLIO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,AISONE
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,ALBA
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,ALBARETTO DELLA TORRE
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,ALTO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,ARGENTERA
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,ARGUELLO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,BAGNASCO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,BAGNOLO PIEMONTE
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,BALDISSERO D'ALBA
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,OVIGLIO
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,CESIOMAGGIORE
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,CHIES D'ALPAGO
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,CIBIANA DI CADORE
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,COLLE SANTA LUCIA
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,COMELICO SUPERIORE
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,CORTINA D'AMPEZZO
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,DANTA
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,DOMEGGE DI CADORE
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,FALCADE
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,PONTI
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,PONZANO MONFERRATO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,PONZONE
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,POZZOL GROPPO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,POZZOLO FORMIGARO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,PRASCO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,PREDOSA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,TORRE DE' BUSI
1958-05-25,BRESCIA-BERGAMO,BERGAMO,TORRE DE' ROVERI
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,BARBARESCO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,VALBONDIONE
1958-05-25,BRESCIA-BERGAMO,BERGAMO,VALBREMBO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,VALGOGLIO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,VALLEVE
1958-05-25,BRESCIA-BERGAMO,BERGAMO,VALNEGRA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,VALSECCA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,VALTORTA
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,MOASCA
1958-05-25,NAPOLI-CASERTA,CASERTA,SAN NICOLA LA STRADA
1958-05-25,NAPOLI-CASERTA,CASERTA,SAN PIETRO INFINE
1958-05-25,NAPOLI-CASERTA,CASERTA,SAN POTITO SANNITICO
1958-05-25,NAPOLI-CASERTA,CASERTA,SAN PRISCO
1958-05-25,NAPOLI-CASERTA,CASERTA,SANTA MARIA A VICO
1958-05-25,NAPOLI-CASERTA,CASERTA,SANTA MARIA CAPUA VETERE
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,ROCCA GRIMALDA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SAN VITO
1958-05-25,NAPOLI-CASERTA,CASERTA,MARCIANISE
1958-05-25,NAPOLI-CASERTA,CASERTA,MARZANO APPIO
1958-05-25,NAPOLI-CASERTA,CASERTA,MIGNANO MONTE LUNGO
1958-05-25,NAPOLI-CASERTA,CASERTA,MONDRAGONE
1958-05-25,NAPOLI-CASERTA,CASERTA,RIARDO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,VEDESETA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,VERCURAGO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,VERDELLINO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,VERDELLO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,VERTOVA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,VIADANICA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,VIGANO SAN MARTINO
1958-05-25,BRESCIA-BERGAMO,BRESCIA,LENO
1958-05-25,BRESCIA-BERGAMO,BRESCIA,CORZANO
1958-05-25,COMO-SONDRIO-VARESE,COMO,SANT'ABBONDIO
1958-05-25,COMO-SONDRIO-VARESE,COMO,SANTA MARIA HOE'
1958-05-25,BRESCIA-BERGAMO,BRESCIA,LODRINO
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,TEULADA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,TRAMATZA
1958-05-25,NAPOLI-CASERTA,CASERTA,PARETE
1958-05-25,BRESCIA-BERGAMO,BERGAMO,TREVIOLO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,UBIALE CLANEZZO
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,LANCIANO
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,LENTELLA
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,LETTOPALENA
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,LISCIA
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,MIGLIANICO
1958-05-25,COMO-SONDRIO-VARESE,COMO,SUEGLIO
1958-05-25,COMO-SONDRIO-VARESE,COMO,SUELLO
1958-05-25,COMO-SONDRIO-VARESE,COMO,TACENO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,LOAZZOLO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,MARANZANA
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,MARETTO
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,VILLA SAN PIETRO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,BAROLO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,BASTIA MONDOVI'
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,BATTIFOLLO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,BEINETTE
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,BELLINO
1958-05-25,MANTOVA-CREMONA,CREMONA,SOSPIRO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,BARGE
1958-05-25,MANTOVA-CREMONA,CREMONA,SPINADESCO
1958-05-25,MANTOVA-CREMONA,CREMONA,SPINEDA
1958-05-25,MANTOVA-CREMONA,CREMONA,SPINO D'ADDA
1958-05-25,MANTOVA-CREMONA,CREMONA,STAGNO LOMBARDO
1958-05-25,MANTOVA-CREMONA,CREMONA,TICENGO
1958-05-25,MANTOVA-CREMONA,CREMONA,TORLINO VIMERCATI
1958-05-25,MANTOVA-CREMONA,CREMONA,TORNATA
1958-05-25,MANTOVA-CREMONA,CREMONA,TORRE DE' PICENARDI
1958-05-25,MANTOVA-CREMONA,CREMONA,TORRICELLA DEL PIZZO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,QUARGNENTO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,QUATTORDIO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,RICALDONE
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,RIVALTA BORMIDA
1958-05-25,BRESCIA-BERGAMO,BRESCIA,MARONE
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,ULA TIRSO
1958-05-25,NAPOLI-CASERTA,CASERTA,ROCCA D'EVANDRO
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SESTU
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SETTIMO SAN PIETRO
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SIAMAGGIORE
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SIAMANNA-SIAPICCIA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SIDDI
1958-05-25,NAPOLI-CASERTA,CASERTA,PORTICO DI CASERTA
1958-05-25,COMO-SONDRIO-VARESE,COMO,TAVERNERIO
1958-05-25,COMO-SONDRIO-VARESE,COMO,TORNO
1958-05-25,COMO-SONDRIO-VARESE,COMO,TREMENICO
1958-05-25,COMO-SONDRIO-VARESE,COMO,TREMEZZO
1958-05-25,COMO-SONDRIO-VARESE,COMO,TREZZONE
1958-05-25,COMO-SONDRIO-VARESE,COMO,TURATE
1958-05-25,COMO-SONDRIO-VARESE,COMO,UGGIATE-TREVANO
1958-05-25,COMO-SONDRIO-VARESE,COMO,VALBRONA
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,CORTANDONE
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,CORTANZE
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SONGAVAZZO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SORISOLE
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SOTTO IL MONTE GIOVANNI XXIII
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SOVERE
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SPINONE AL LAGO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SPIRANO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,STEZZANO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,PRADALUNGA
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,SAN GREGORIO NELLE ALPI
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,SAN NICOLO' DI COMELICO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,ROGNO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,ROMANO DI LOMBARDIA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,RONCOBELLO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,RONCOLA
1958-05-25,MANTOVA-CREMONA,CREMONA,TRESCORE CREMASCO
1958-05-25,MANTOVA-CREMONA,CREMONA,TRIGOLO
1958-05-25,MANTOVA-CREMONA,CREMONA,VAIANO CREMASCO
1958-05-25,MANTOVA-CREMONA,CREMONA,VAILATE
1958-05-25,MANTOVA-CREMONA,CREMONA,VESCOVATO
1958-05-25,MANTOVA-CREMONA,CREMONA,VOLONGO
1958-05-25,MANTOVA-CREMONA,CREMONA,VOLTIDO
1958-05-25,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,AIETA
1958-05-25,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,ALBIDONA
1958-05-25,BRESCIA-BERGAMO,BRESCIA,ISORELLA
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,ROCCA PIETORE
1958-05-25,BRESCIA-BERGAMO,BRESCIA,LAVENONE
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SILIQUA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SILIUS
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SIMALA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SIMAXIS
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SINI
1958-05-25,NAPOLI-CASERTA,CASERTA,PRATA SANNITA
1958-05-25,NAPOLI-CASERTA,CASERTA,PRATELLA
1958-05-25,NAPOLI-CASERTA,CASERTA,PRESENZANO
1958-05-25,NAPOLI-CASERTA,CASERTA,RAVISCANINA
1958-05-25,NAPOLI-CASERTA,CASERTA,RECALE
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,PENNAPIEDIMONTE
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,PERANO
1958-05-25,COMO-SONDRIO-VARESE,COMO,VALMOREA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,STROZZA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SUISIO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,TALEGGIO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,TAVERNOLA BERGAMASCA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,TELGATE
1958-05-25,BRESCIA-BERGAMO,BERGAMO,TERNO D'ISOLA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,TORRE BOLDONE
1958-05-25,BRESCIA-BERGAMO,BRESCIA,CASTENEDOLO
1958-05-25,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA,ENNA,AGIRA
1958-05-25,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA,ENNA,AIDONE
1958-05-25,NAPOLI-CASERTA,CASERTA,SESSA AURUNCA
1958-05-25,COMO-SONDRIO-VARESE,COMO,VENDROGNO
1958-05-25,COMO-SONDRIO-VARESE,COMO,VENIANO
1958-05-25,COMO-SONDRIO-VARESE,COMO,VERCANA
1958-05-25,COMO-SONDRIO-VARESE,COMO,VERDERIO INFERIORE
1958-05-25,COMO-SONDRIO-VARESE,COMO,VERDERIO SUPERIORE
1958-05-25,COMO-SONDRIO-VARESE,COMO,VERTEMATE CON MINOPRIO
1958-05-25,COMO-SONDRIO-VARESE,COMO,VESTRENO
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SINNAI
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SIURGUS DONIGALA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SOLARUSSA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SOLEMINIS
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SORRADILE
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SUELLI
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,TERRALBA
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,SPIGNO MONFERRATO
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SERDIANA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,SERRAMANNA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,URAS
1958-05-25,BENEVENTO-AVELLINO-SALERNO,BENEVENTO,AMOROSI
1958-05-25,BENEVENTO-AVELLINO-SALERNO,BENEVENTO,APICE
1958-05-25,BENEVENTO-AVELLINO-SALERNO,BENEVENTO,APOLLOSA
1958-05-25,BENEVENTO-AVELLINO-SALERNO,BENEVENTO,ARPAIA
1958-05-25,BENEVENTO-AVELLINO-SALERNO,BENEVENTO,ARPAISE
1958-05-25,BENEVENTO-AVELLINO-SALERNO,BENEVENTO,BASELICE
1958-05-25,BENEVENTO-AVELLINO-SALERNO,BENEVENTO,BENEVENTO
1958-05-25,BRESCIA-BERGAMO,BRESCIA,LOGRATO
1958-05-25,BRESCIA-BERGAMO,BRESCIA,LONATO
1958-05-25,BRESCIA-BERGAMO,BRESCIA,LONGHENA
1958-05-25,BRESCIA-BERGAMO,BRESCIA,LOSINE
1958-05-25,BRESCIA-BERGAMO,BRESCIA,LOZIO
1958-05-25,BRESCIA-BERGAMO,BRESCIA,LUMEZZANE
1958-05-25,BRESCIA-BERGAMO,BRESCIA,MACLODIO
1958-05-25,COMO-SONDRIO-VARESE,COMO,VIGANO'
1958-05-25,COMO-SONDRIO-VARESE,COMO,VILLA GUARDIA
1958-05-25,COMO-SONDRIO-VARESE,COMO,ZELBIO
1958-05-25,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,ACQUAFORMOSA
1958-05-25,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,ACQUAPPESA
1958-05-25,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,ACRI
1958-05-25,CATANZARO-COSENZA-REGGIO CALABRIA,COSENZA,AIELLO CALABRO
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,COLLEDIMACINE
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,COLLEDIMEZZO
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,CUPELLO
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,DOGLIOLA
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,FARA FILIORUM PETRI
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,FARA SAN MARTINO
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,FILETTO
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,FOSSACESIA
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,SPINETO SCRIVIA
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,STAZZANO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,STREVI
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,TAGLIOLO MONFERRATO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,TASSAROLO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,TERRUGGIA
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,TERZO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,TICINETO
1958-05-25,BENEVENTO-AVELLINO-SALERNO,BENEVENTO,BONEA
1958-05-25,BENEVENTO-AVELLINO-SALERNO,BENEVENTO,BUCCIANO
1958-05-25,BENEVENTO-AVELLINO-SALERNO,BENEVENTO,BUONALBERGO
1958-05-25,BENEVENTO-AVELLINO-SALERNO,BENEVENTO,CALVI
1958-05-25,BENEVENTO-AVELLINO-SALERNO,BENEVENTO,CAMPOLATTARO
1958-05-25,BENEVENTO-AVELLINO-SALERNO,BENEVENTO,CAMPOLI DEL MONTE TABURNO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,TREVIGLIO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SCANZOROSCIATE
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SCHILPARIO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,CASTEL ROCCHERO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,CELLARENGO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,CELLE ENOMONDO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,CERRETO D'ASTI
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,CERRO TANARO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,CESSOLE
1958-05-25,BRESCIA-BERGAMO,BRESCIA,MAGASA
1958-05-25,BRESCIA-BERGAMO,BRESCIA,MAIRANO
1958-05-25,BRESCIA-BERGAMO,BRESCIA,MALEGNO
1958-05-25,BRESCIA-BERGAMO,BRESCIA,MALONNO
1958-05-25,BRESCIA-BERGAMO,BRESCIA,MANERBA DEL GARDA
1958-05-25,BRESCIA-BERGAMO,BRESCIA,MANERBIO
1958-05-25,BRESCIA-BERGAMO,BRESCIA,MARCHENO
1958-05-25,BRESCIA-BERGAMO,BRESCIA,MARMENTINO
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,USELLUS
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,USSANA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,USSARAMANNA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,UTA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,VALLERMOSA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,VILLACIDRO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,ROTA D'IMAGNA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,ROVETTA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SAN GIOVANNI BIANCO
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SAN PAOLO D'ARGON
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SAN PELLEGRINO TERME
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SANTA BRIGIDA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SANT'OMOBONO IMAGNA
1958-05-25,BRESCIA-BERGAMO,BERGAMO,SARNICO
1958-05-25,COMO-SONDRIO-VARESE,COMO,POGNANA LARIO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,VIGNOLO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,VILLAFALLETTO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,VILLANOVA MONDOVI'
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,VILLANOVA SOLARO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,VILLAR SAN COSTANZO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,VINADIO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,VIOLA
1958-05-25,CUNEO-ALESSANDRIA-ASTI,CUNEO,VOTTIGNASCO
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,FARRA D'ALPAGO
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,FELTRE
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,OZZANO MONFERRATO
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,MONTAZZOLI
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,MONTEFERRANTE
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,MONTELAPIANO
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,MONTENERODOMO
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,MONTEODORISIO
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,MOZZAGROGNA
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,CHIUSANO D'ASTI
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,CINAGLIO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,CISTERNA D'ASTI
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,COAZZOLO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,COCCONATO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,COLCAVAGNO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ASTI,CORSIONE
1958-05-25,L'AQUILA-PESCARA-CHIETI-TERAMO,CHIETI,PIZZOFERRATO
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,VILLAMAR
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,VILLAMASSARGIA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,VILLANOVAFORRU
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,VILLANOVAFRANCA
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,VILLANOVA TRUSCHEDU
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,VILLAPUTZU
1958-05-25,CAGLIARI-SASSARI-NUORO,CAGLIARI,VILLASALTO
1958-05-25,CUNEO-ALESSANDRIA-ASTI,ALESSANDRIA,PASTURANA
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,FORNO DI CANALE
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,FORNO DI ZOLDO
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,GOSALDO
1958-05-25,UDINE-BELLUNO-GORIZIA,BELLUNO,LAMON
