Election_Date,Regione,Collegio,Provincia,Comune,Voti_lista,Lista
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,BURGOS,9,PLI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,BURGOS,125,MSI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,BURGOS,112,PCI-PSIUP-PS.D'AZ.
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CALANGIANUS,1751,DC
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CALANGIANUS,51,PSDI-PRI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CALANGIANUS,369,PSI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CALANGIANUS,77,PLI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CALANGIANUS,374,MSI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CALANGIANUS,411,PCI-PSIUP-PS.D'AZ.
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CASTELSARDO,1171,DC
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CASTELSARDO,107,PSDI-PRI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CASTELSARDO,87,PSI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CASTELSARDO,39,PLI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CASTELSARDO,271,MSI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CASTELSARDO,380,PCI-PSIUP-PS.D'AZ.
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CHIARAMONTI,514,DC
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CHIARAMONTI,27,PSDI-PRI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CHIARAMONTI,109,PSI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CHIARAMONTI,15,PLI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CHIARAMONTI,142,MSI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,CHIARAMONTI,404,PCI-PSIUP-PS.D'AZ.
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,ESPORLATU,120,DC
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,ESPORLATU,5,PSDI-PRI
1972-05-07,SARDEGNA,TEMPIO-OZIERI,NA,ESPORLATU,17,PSI
1972-05-07,BASILICATA,LAGONEGRO,NA,SARCONI,6,MSI
1972-05-07,LIGURIA,LA SPEZIA,NA,CALICE AL CORNOVIGLIO,184,PSI
1972-05-07,LIGURIA,LA SPEZIA,NA,CALICE AL CORNOVIGLIO,493,DC
1972-05-07,LAZIO,ROMA VII,NA,ROMA,56118,PCI-PSIUP
1972-05-07,LAZIO,ROMA VII,NA,ROMA,10103,PSDI
1972-05-07,LAZIO,ROMA VII,NA,ROMA,14746,PSI
1972-05-07,PUGLIA,TARANTO,NA,CAROSINO,51,PSDI
1972-05-07,PUGLIA,TARANTO,NA,CAROSINO,1135,DC
1972-05-07,PUGLIA,TARANTO,NA,CAROSINO,850,PCI-PSIUP
1972-05-07,PUGLIA,TARANTO,NA,CAROSINO,171,PSI
1972-05-07,PUGLIA,TARANTO,NA,CAROSINO,324,MSI
1972-05-07,PUGLIA,TARANTO,NA,CAROSINO,13,PRI
1972-05-07,PUGLIA,TARANTO,NA,CAROSINO,53,PLI
1972-05-07,PUGLIA,TARANTO,NA,FAGGIANO,33,PSDI
1972-05-07,PUGLIA,TARANTO,NA,FAGGIANO,678,DC
1972-05-07,PUGLIA,TARANTO,NA,FAGGIANO,397,PCI-PSIUP
1972-05-07,PUGLIA,TARANTO,NA,FAGGIANO,166,PSI
1972-05-07,PUGLIA,TARANTO,NA,FAGGIANO,127,MSI
1972-05-07,PUGLIA,TARANTO,NA,FAGGIANO,3,PRI
1972-05-07,PUGLIA,TARANTO,NA,FAGGIANO,8,PLI
1972-05-07,PUGLIA,TARANTO,NA,LEPORANO,13,PSDI
1972-05-07,PUGLIA,TARANTO,NA,LEPORANO,416,DC
1972-05-07,PUGLIA,TARANTO,NA,LEPORANO,242,PCI-PSIUP
1972-05-07,PUGLIA,TARANTO,NA,LEPORANO,46,PSI
1972-05-07,PUGLIA,TARANTO,NA,LEPORANO,101,MSI
1972-05-07,PUGLIA,TARANTO,NA,LEPORANO,5,PRI
1972-05-07,PUGLIA,TARANTO,NA,LEPORANO,6,PLI
1972-05-07,PUGLIA,TARANTO,NA,MONTEPARANO,59,PSDI
1972-05-07,PUGLIA,TARANTO,NA,MONTEPARANO,495,DC
1972-05-07,PUGLIA,TARANTO,NA,MONTEPARANO,208,PCI-PSIUP
1972-05-07,PUGLIA,TARANTO,NA,MONTEPARANO,324,PSI
1972-05-07,PUGLIA,TARANTO,NA,MONTEPARANO,123,MSI
1972-05-07,PUGLIA,TARANTO,NA,MONTEPARANO,4,PRI
1972-05-07,PUGLIA,TARANTO,NA,MONTEPARANO,13,PLI
1972-05-07,PUGLIA,TARANTO,NA,PULSANO,41,PSDI
1972-05-07,PUGLIA,TARANTO,NA,PULSANO,1484,DC
1972-05-07,PUGLIA,TARANTO,NA,PULSANO,1028,PCI-PSIUP
1972-05-07,PUGLIA,TARANTO,NA,PULSANO,289,PSI
1972-05-07,PUGLIA,TARANTO,NA,PULSANO,585,MSI
1972-05-07,PUGLIA,TARANTO,NA,PULSANO,29,PRI
1972-05-07,PUGLIA,TARANTO,NA,PULSANO,213,PLI
1972-05-07,PUGLIA,TARANTO,NA,ROCCAFORZATA,28,PSDI
1972-05-07,PUGLIA,TARANTO,NA,ROCCAFORZATA,319,DC
1972-05-07,PUGLIA,TARANTO,NA,ROCCAFORZATA,166,PCI-PSIUP
1972-05-07,PUGLIA,TARANTO,NA,ROCCAFORZATA,96,PSI
1972-05-07,PUGLIA,TARANTO,NA,ROCCAFORZATA,43,MSI
1972-05-07,PUGLIA,TARANTO,NA,ROCCAFORZATA,1,PRI
1972-05-07,PUGLIA,TARANTO,NA,ROCCAFORZATA,13,PLI
1972-05-07,PUGLIA,TARANTO,NA,SAN GIORGIO IONICO,1077,PSDI
1972-05-07,PUGLIA,TARANTO,NA,SAN GIORGIO IONICO,1428,DC
1972-05-07,PUGLIA,TARANTO,NA,SAN GIORGIO IONICO,1349,PCI-PSIUP
1972-05-07,PUGLIA,TARANTO,NA,SAN GIORGIO IONICO,156,PSI
1972-05-07,PUGLIA,TARANTO,NA,SAN GIORGIO IONICO,278,MSI
1972-05-07,PUGLIA,TARANTO,NA,SAN GIORGIO IONICO,16,PRI
1972-05-07,PUGLIA,TARANTO,NA,SAN GIORGIO IONICO,39,PLI
1972-05-07,PUGLIA,TARANTO,NA,TARANTO,2483,PSDI
1972-05-07,PUGLIA,TARANTO,NA,TARANTO,37791,DC
1972-05-07,PUGLIA,TARANTO,NA,TARANTO,38798,PCI-PSIUP
1972-05-07,PUGLIA,TARANTO,NA,TARANTO,8492,PSI
1972-05-07,PUGLIA,TARANTO,NA,TARANTO,18248,MSI
1972-05-07,PUGLIA,TARANTO,NA,TARANTO,1933,PRI
1972-05-07,PUGLIA,TARANTO,NA,TARANTO,3764,PLI
1972-05-07,PIEMONTE,SUSA,NA,ALA DI STURA,9,PRI
1972-05-07,PIEMONTE,SUSA,NA,ALA DI STURA,57,PSI
1972-05-07,PIEMONTE,SUSA,NA,ALA DI STURA,23,PLI
1972-05-07,PIEMONTE,PINEROLO,NA,SESTRIERE,15,MSI
1972-05-07,PIEMONTE,PINEROLO,NA,TORRE PELLICE,137,PRI
1972-05-07,PIEMONTE,PINEROLO,NA,TORRE PELLICE,351,PSI
1972-05-07,PIEMONTE,PINEROLO,NA,TORRE PELLICE,460,PLI
1972-05-07,PIEMONTE,PINEROLO,NA,TORRE PELLICE,468,PCI-PSIUP
1972-05-07,PIEMONTE,PINEROLO,NA,TORRE PELLICE,529,DC
1972-05-07,PIEMONTE,PINEROLO,NA,TORRE PELLICE,1008,PSDI
1972-05-07,PIEMONTE,PINEROLO,NA,TORRE PELLICE,46,MSI
1972-05-07,PIEMONTE,PINEROLO,NA,TROFARELLO,100,PRI
1972-05-07,PIEMONTE,PINEROLO,NA,TROFARELLO,520,PSI
1972-05-07,PIEMONTE,PINEROLO,NA,TROFARELLO,300,PLI
1972-05-07,PIEMONTE,PINEROLO,NA,TROFARELLO,1525,PCI-PSIUP
1972-05-07,PIEMONTE,PINEROLO,NA,TROFARELLO,1561,DC
1972-05-07,PIEMONTE,PINEROLO,NA,TROFARELLO,278,PSDI
1972-05-07,PIEMONTE,PINEROLO,NA,TROFARELLO,152,MSI
1972-05-07,PIEMONTE,PINEROLO,NA,USSEAUX,13,PRI
1972-05-07,PIEMONTE,PINEROLO,NA,USSEAUX,11,PSI
1972-05-07,PIEMONTE,PINEROLO,NA,USSEAUX,16,PLI
1972-05-07,PIEMONTE,PINEROLO,NA,USSEAUX,12,PCI-PSIUP
1972-05-07,PIEMONTE,PINEROLO,NA,USSEAUX,128,DC
1972-05-07,PIEMONTE,PINEROLO,NA,USSEAUX,9,PSDI
1972-05-07,PIEMONTE,PINEROLO,NA,USSEAUX,10,MSI
1972-05-07,PIEMONTE,PINEROLO,NA,VIGONE,81,PRI
1972-05-07,PIEMONTE,PINEROLO,NA,VIGONE,205,PSI
1972-05-07,PIEMONTE,PINEROLO,NA,VIGONE,403,PLI
1972-05-07,PIEMONTE,PINEROLO,NA,VIGONE,269,PCI-PSIUP
1972-05-07,PIEMONTE,PINEROLO,NA,VIGONE,1538,DC
1972-05-07,PIEMONTE,PINEROLO,NA,VIGONE,284,PSDI
1972-05-07,PIEMONTE,PINEROLO,NA,VIGONE,45,MSI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAFRANCA PIEMONTE,65,PRI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAFRANCA PIEMONTE,438,PSI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAFRANCA PIEMONTE,344,PLI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAFRANCA PIEMONTE,166,PCI-PSIUP
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAFRANCA PIEMONTE,1547,DC
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAFRANCA PIEMONTE,222,PSDI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAFRANCA PIEMONTE,39,MSI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAR PELLICE,21,PRI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAR PELLICE,70,PSI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAR PELLICE,179,PLI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAR PELLICE,102,PCI-PSIUP
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAR PELLICE,105,DC
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAR PELLICE,223,PSDI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAR PELLICE,8,MSI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAR PEROSA,244,PRI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAR PEROSA,384,PSI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAR PEROSA,140,PLI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAR PEROSA,693,PCI-PSIUP
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAR PEROSA,762,DC
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAR PEROSA,152,PSDI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLAR PEROSA,39,MSI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLASTELLONE,36,PRI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLASTELLONE,199,PSI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLASTELLONE,204,PLI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLASTELLONE,498,PCI-PSIUP
1972-05-07,PIEMONTE,PINEROLO,NA,VILLASTELLONE,1295,DC
1972-05-07,PIEMONTE,PINEROLO,NA,VILLASTELLONE,173,PSDI
1972-05-07,PIEMONTE,PINEROLO,NA,VILLASTELLONE,78,MSI
1972-05-07,PIEMONTE,PINEROLO,NA,VINOVO,85,PRI
1972-05-07,PIEMONTE,PINEROLO,NA,VINOVO,410,PSI
1972-05-07,PIEMONTE,PINEROLO,NA,VINOVO,345,PLI
1972-05-07,PIEMONTE,PINEROLO,NA,VINOVO,985,PCI-PSIUP
1972-05-07,PIEMONTE,PINEROLO,NA,VINOVO,1995,DC
1972-05-07,PIEMONTE,PINEROLO,NA,VINOVO,256,PSDI
1972-05-07,PIEMONTE,PINEROLO,NA,VINOVO,132,MSI
1972-05-07,PIEMONTE,PINEROLO,NA,VIRLE PIEMONTE,11,PRI
1972-05-07,PIEMONTE,PINEROLO,NA,VIRLE PIEMONTE,14,PSI
1972-05-07,PIEMONTE,PINEROLO,NA,VIRLE PIEMONTE,80,PLI
1972-05-07,PIEMONTE,PINEROLO,NA,VIRLE PIEMONTE,19,PCI-PSIUP
1972-05-07,PIEMONTE,PINEROLO,NA,VIRLE PIEMONTE,364,DC
1972-05-07,PIEMONTE,PINEROLO,NA,VIRLE PIEMONTE,18,PSDI
1972-05-07,PIEMONTE,PINEROLO,NA,VIRLE PIEMONTE,11,MSI
1972-05-07,PIEMONTE,PINEROLO,NA,VOLVERA,28,PRI
1972-05-07,PIEMONTE,PINEROLO,NA,VOLVERA,140,PSI
1972-05-07,PIEMONTE,PINEROLO,NA,VOLVERA,246,PLI
1972-05-07,PIEMONTE,PINEROLO,NA,VOLVERA,347,PCI-PSIUP
1972-05-07,PIEMONTE,PINEROLO,NA,VOLVERA,804,DC
1972-05-07,PIEMONTE,PINEROLO,NA,VOLVERA,121,PSDI
1972-05-07,PIEMONTE,PINEROLO,NA,VOLVERA,48,MSI
1972-05-07,VENETO,SAN DONA' DI PIAVE,NA,CESSALTO,271,PCI-PSIUP
1972-05-07,VENETO,SAN DONA' DI PIAVE,NA,CESSALTO,126,PSDI
1972-05-07,VENETO,SAN DONA' DI PIAVE,NA,CESSALTO,29,PLI
1972-05-07,VENETO,SAN DONA' DI PIAVE,NA,CESSALTO,12,PRI
1972-05-07,VENETO,SAN DONA' DI PIAVE,NA,CESSALTO,75,MSI
1972-05-07,VENETO,SAN DONA' DI PIAVE,NA,CESSALTO,236,PSI
1972-05-07,VENETO,SAN DONA' DI PIAVE,NA,CESSALTO,1044,DC
1972-05-07,VENETO,SAN DONA' DI PIAVE,NA,CHIARANO,137,PCI-PSIUP
1972-05-07,VENETO,SAN DONA' DI PIAVE,NA,CHIARANO,107,PSDI
1972-05-07,VENETO,SAN DONA' DI PIAVE,NA,CHIARANO,22,PLI
1972-05-07,VENETO,SAN DONA' DI PIAVE,NA,CHIARANO,13,PRI
1972-05-07,VENETO,SAN DONA' DI PIAVE,NA,CHIARANO,31,MSI
1972-05-07,VENETO,SAN DONA' DI PIAVE,NA,CHIARANO,236,PSI
1972-05-07,PIEMONTE,MONDOVI',NA,BONVICINO,19,PSDI
1972-05-07,PIEMONTE,MONDOVI',NA,BONVICINO,0,MSI
1972-05-07,TOSCANA,LIVORNO,NA,CAPRAIA ISOLA,9,PSI
1972-05-07,TOSCANA,LIVORNO,NA,CAPRAIA ISOLA,7,PRI
1972-05-07,PIEMONTE,MONDOVI',NA,GOTTASECCA,1,PRI
1972-05-07,LAZIO,ROMA VII,NA,ROMA,35610,MSI
1972-05-07,LAZIO,ROMA VII,NA,ROMA,8013,PRI
1972-05-07,UMBRIA,TERNI,NA,ARRONE,899,PCI-PSIUP
1972-05-07,UMBRIA,TERNI,NA,ARRONE,213,MSI
1972-05-07,UMBRIA,TERNI,NA,ARRONE,96,PSI
1972-05-07,UMBRIA,TERNI,NA,ARRONE,28,PSDI
1972-05-07,UMBRIA,TERNI,NA,ARRONE,489,DC
1972-05-07,PIEMONTE,MONDOVI',NA,BOSSOLASCO,20,PSDI
1972-05-07,PIEMONTE,MONDOVI',NA,BOSSOLASCO,26,MSI
1972-05-07,PIEMONTE,MONDOVI',NA,BRIAGLIA,0,PRI
1972-05-07,PIEMONTE,MONDOVI',NA,GOTTASECCA,23,PSI
1972-05-07,PIEMONTE,MONDOVI',NA,GOTTASECCA,10,PLI
1972-05-07,PIEMONTE,MONDOVI',NA,GOTTASECCA,3,PCI-PSIUP
1972-05-07,PIEMONTE,MONDOVI',NA,GOTTASECCA,119,DC
1972-05-07,VENETO,ADRIA,NA,PONTECCHIO POLESINE,15,PLI
1972-05-07,VENETO,ADRIA,NA,PONTECCHIO POLESINE,2,PRI
1972-05-07,VENETO,ADRIA,NA,PONTECCHIO POLESINE,33,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BOGNANCO,34,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BOGNANCO,221,DC
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BOGNANCO,18,PSDI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BOGNANCO,15,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BOLZANO NOVARESE,11,PRI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BOLZANO NOVARESE,88,PSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BOLZANO NOVARESE,21,PLI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BOLZANO NOVARESE,116,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BOLZANO NOVARESE,200,DC
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BOLZANO NOVARESE,90,PSDI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BOLZANO NOVARESE,8,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BRIGA NOVARESE,9,PRI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BRIGA NOVARESE,205,PSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BRIGA NOVARESE,48,PLI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BRIGA NOVARESE,260,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BRIGA NOVARESE,527,DC
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BRIGA NOVARESE,176,PSDI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BRIGA NOVARESE,21,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BROVELLO-CARPUGNINO,5,PRI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BROVELLO-CARPUGNINO,28,PSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BROVELLO-CARPUGNINO,16,PLI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BROVELLO-CARPUGNINO,41,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BROVELLO-CARPUGNINO,171,DC
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BROVELLO-CARPUGNINO,54,PSDI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,BROVELLO-CARPUGNINO,7,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CALASCA-CASTIGLIONE,1,PRI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CALASCA-CASTIGLIONE,99,PSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CALASCA-CASTIGLIONE,12,PLI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CALASCA-CASTIGLIONE,133,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CALASCA-CASTIGLIONE,348,DC
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CALASCA-CASTIGLIONE,26,PSDI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CALASCA-CASTIGLIONE,5,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAMBIASCA,12,PRI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAMBIASCA,224,PSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAMBIASCA,23,PLI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAMBIASCA,220,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAMBIASCA,241,DC
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAMBIASCA,120,PSDI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAMBIASCA,28,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CANNERO RIVIERA,29,PRI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CANNERO RIVIERA,69,PSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CANNERO RIVIERA,60,PLI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CANNERO RIVIERA,141,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CANNERO RIVIERA,343,DC
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CANNERO RIVIERA,96,PSDI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CANNERO RIVIERA,99,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CANNOBIO,64,PRI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CANNOBIO,727,PSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CANNOBIO,141,PLI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CANNOBIO,585,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CANNOBIO,1213,DC
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CANNOBIO,180,PSDI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CANNOBIO,148,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAPREZZO,0,PRI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAPREZZO,21,PSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAPREZZO,0,PLI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAPREZZO,16,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAPREZZO,84,DC
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAPREZZO,2,PSDI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAPREZZO,3,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CASALE CORTE CERRO,7,PRI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CASALE CORTE CERRO,218,PSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CASALE CORTE CERRO,68,PLI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CASALE CORTE CERRO,616,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CASALE CORTE CERRO,633,DC
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CASALE CORTE CERRO,52,PSDI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CASALE CORTE CERRO,38,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CASTELLETTO SOPRA TICINO,64,PRI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CASTELLETTO SOPRA TICINO,454,PSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CASTELLETTO SOPRA TICINO,176,PLI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CASTELLETTO SOPRA TICINO,1665,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CASTELLETTO SOPRA TICINO,1418,DC
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CASTELLETTO SOPRA TICINO,280,PSDI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CASTELLETTO SOPRA TICINO,118,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAVAGLIO-SPOCCIA,2,PRI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAVAGLIO-SPOCCIA,33,PSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAVAGLIO-SPOCCIA,3,PLI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAVAGLIO-SPOCCIA,18,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAVAGLIO-SPOCCIA,138,DC
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAVAGLIO-SPOCCIA,2,PSDI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CAVAGLIO-SPOCCIA,1,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CEPPO MORELLI,3,PRI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CEPPO MORELLI,41,PSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CEPPO MORELLI,26,PLI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CEPPO MORELLI,42,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CEPPO MORELLI,151,DC
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CEPPO MORELLI,30,PSDI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CEPPO MORELLI,5,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CESARA,5,PRI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CESARA,43,PSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CESARA,31,PLI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CESARA,101,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CESARA,194,DC
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CESARA,47,PSDI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,CESARA,6,MSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,COLAZZA,3,PRI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,COLAZZA,23,PSI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,COLAZZA,13,PLI
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,COLAZZA,31,PCI-PSIUP
1972-05-07,PIEMONTE,VERBANO-CUSIO-OSSOLA,NA,COLAZZA,121,DC
