Election_Date,Regione,Collegio,Provincia,Comune,Voti_lista,Lista
1972-05-07,LIGURIA,IMPERIA,NA,REZZO,51,PSI
1972-05-07,LIGURIA,IMPERIA,NA,REZZO,279,DC
1972-05-07,LIGURIA,IMPERIA,NA,REZZO,7,PRI
1972-05-07,LIGURIA,IMPERIA,NA,REZZO,9,PLI
1972-05-07,LIGURIA,IMPERIA,NA,RIVA LIGURE,598,PCI-PSIUP
1972-05-07,LIGURIA,IMPERIA,NA,RIVA LIGURE,66,MSI
1972-05-07,LIGURIA,IMPERIA,NA,RIVA LIGURE,44,PSDI
1972-05-07,LIGURIA,IMPERIA,NA,RIVA LIGURE,144,PSI
1972-05-07,SICILIA,AGRIGENTO,NA,RACALMUTO,665,PSI
1972-05-07,SICILIA,AGRIGENTO,NA,RACALMUTO,147,PSDI
1972-05-07,SICILIA,AGRIGENTO,NA,RACALMUTO,556,MSI
1972-05-07,SARDEGNA,CAGLIARI,NA,SAN VITO,122,MSI
1972-05-07,SARDEGNA,CAGLIARI,NA,SAN VITO,858,PCI-PSIUP-PS.D'AZ.
1972-05-07,SARDEGNA,CAGLIARI,NA,SARROCH,765,DC
1972-05-07,SARDEGNA,CAGLIARI,NA,SARROCH,31,PSDI-PRI
1972-05-07,SARDEGNA,CAGLIARI,NA,SARROCH,259,PSI
1972-05-07,SARDEGNA,CAGLIARI,NA,SARROCH,28,PLI
1972-05-07,SARDEGNA,CAGLIARI,NA,SARROCH,178,MSI
1972-05-07,SARDEGNA,CAGLIARI,NA,SARROCH,555,PCI-PSIUP-PS.D'AZ.
1972-05-07,SARDEGNA,CAGLIARI,NA,SELARGIUS,1870,DC
1972-05-07,MOLISE,CAMPOBASSO-ISERNIA,NA,RIONERO SANNITICO,76,PSDI
1972-05-07,MOLISE,CAMPOBASSO-ISERNIA,NA,RIONERO SANNITICO,288,PCI-PSIUP-PSI
1972-05-07,MOLISE,CAMPOBASSO-ISERNIA,NA,RIONERO SANNITICO,304,DC
1972-05-07,LOMBARDIA,CLUSONE,NA,CHIUDUNO,85,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,CHIUDUNO,11,PRI
1972-05-07,LOMBARDIA,CLUSONE,NA,CLUSONE,263,PCI-PSIUP
1972-05-07,LOMBARDIA,CLUSONE,NA,CLUSONE,2786,DC
1972-05-07,LOMBARDIA,CLUSONE,NA,CLUSONE,186,PLI
1972-05-07,LOMBARDIA,CLUSONE,NA,CLUSONE,381,PSI
1972-05-07,LOMBARDIA,CLUSONE,NA,CLUSONE,156,MSI
1972-05-07,LOMBARDIA,CLUSONE,NA,CLUSONE,287,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,CLUSONE,73,PRI
1972-05-07,LOMBARDIA,CLUSONE,NA,COLERE,11,PCI-PSIUP
1972-05-07,LOMBARDIA,CLUSONE,NA,COLERE,455,DC
1972-05-07,LOMBARDIA,CLUSONE,NA,COLERE,9,PLI
1972-05-07,LOMBARDIA,CLUSONE,NA,COLERE,5,PSI
1972-05-07,LOMBARDIA,CLUSONE,NA,COLERE,5,MSI
1972-05-07,LOMBARDIA,CLUSONE,NA,COLERE,13,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,COLERE,2,PRI
1972-05-07,LOMBARDIA,CLUSONE,NA,COLZATE,69,PCI-PSIUP
1972-05-07,LOMBARDIA,CLUSONE,NA,COLZATE,496,DC
1972-05-07,LOMBARDIA,CLUSONE,NA,COLZATE,31,PLI
1972-05-07,LOMBARDIA,CLUSONE,NA,COLZATE,61,PSI
1972-05-07,LOMBARDIA,CLUSONE,NA,COLZATE,14,MSI
1972-05-07,LOMBARDIA,CLUSONE,NA,COLZATE,57,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,COLZATE,5,PRI
1972-05-07,LOMBARDIA,CLUSONE,NA,COSTA DI MEZZATE,97,PCI-PSIUP
1972-05-07,LOMBARDIA,CLUSONE,NA,COSTA DI MEZZATE,510,DC
1972-05-07,LOMBARDIA,CLUSONE,NA,COSTA DI MEZZATE,8,PLI
1972-05-07,LOMBARDIA,CLUSONE,NA,COSTA DI MEZZATE,54,PSI
1972-05-07,LOMBARDIA,CLUSONE,NA,COSTA DI MEZZATE,26,MSI
1972-05-07,LOMBARDIA,CLUSONE,NA,COSTA DI MEZZATE,40,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,COSTA DI MEZZATE,0,PRI
1972-05-07,LOMBARDIA,CLUSONE,NA,COSTA VOLPINO,841,PCI-PSIUP
1972-05-07,LOMBARDIA,CLUSONE,NA,COSTA VOLPINO,2053,DC
1972-05-07,LOMBARDIA,CLUSONE,NA,COSTA VOLPINO,111,PLI
1972-05-07,LOMBARDIA,CLUSONE,NA,COSTA VOLPINO,383,PSI
1972-05-07,LOMBARDIA,CLUSONE,NA,COSTA VOLPINO,124,MSI
1972-05-07,LOMBARDIA,CLUSONE,NA,COSTA VOLPINO,162,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,COSTA VOLPINO,25,PRI
1972-05-07,LOMBARDIA,CLUSONE,NA,CREDARO,141,PCI-PSIUP
1972-05-07,LOMBARDIA,CLUSONE,NA,CREDARO,524,DC
1972-05-07,LOMBARDIA,CLUSONE,NA,CREDARO,22,PLI
1972-05-07,LOMBARDIA,CLUSONE,NA,CREDARO,130,PSI
1972-05-07,LOMBARDIA,CLUSONE,NA,CREDARO,17,MSI
1972-05-07,LOMBARDIA,CLUSONE,NA,CREDARO,80,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,CREDARO,4,PRI
1972-05-07,LOMBARDIA,CLUSONE,NA,ENDINE GAIANO,347,PCI-PSIUP
1972-05-07,LOMBARDIA,CLUSONE,NA,ENDINE GAIANO,1033,DC
1972-05-07,LOMBARDIA,CLUSONE,NA,ENDINE GAIANO,49,PLI
1972-05-07,LOMBARDIA,CLUSONE,NA,ENDINE GAIANO,64,PSI
1972-05-07,LOMBARDIA,CLUSONE,NA,ENDINE GAIANO,19,MSI
1972-05-07,LOMBARDIA,CLUSONE,NA,ENDINE GAIANO,45,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,ENDINE GAIANO,9,PRI
1972-05-07,LOMBARDIA,CLUSONE,NA,ENTRATICO,68,PCI-PSIUP
1972-05-07,LOMBARDIA,CLUSONE,NA,ENTRATICO,452,DC
1972-05-07,LOMBARDIA,CLUSONE,NA,ENTRATICO,10,PLI
1972-05-07,LOMBARDIA,CLUSONE,NA,ENTRATICO,46,PSI
1972-05-07,LOMBARDIA,CLUSONE,NA,ENTRATICO,6,MSI
1972-05-07,LOMBARDIA,CLUSONE,NA,ENTRATICO,23,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,ENTRATICO,1,PRI
1972-05-07,LOMBARDIA,CLUSONE,NA,FINO DEL MONTE,12,PCI-PSIUP
1972-05-07,LOMBARDIA,CLUSONE,NA,FINO DEL MONTE,301,DC
1972-05-07,LOMBARDIA,CLUSONE,NA,FINO DEL MONTE,14,PLI
1972-05-07,LOMBARDIA,CLUSONE,NA,FINO DEL MONTE,27,PSI
1972-05-07,LOMBARDIA,CLUSONE,NA,FINO DEL MONTE,9,MSI
1972-05-07,LOMBARDIA,CLUSONE,NA,FINO DEL MONTE,18,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,FINO DEL MONTE,8,PRI
1972-05-07,LOMBARDIA,CLUSONE,NA,FIORANO AL SERIO,115,PCI-PSIUP
1972-05-07,LOMBARDIA,CLUSONE,NA,FIORANO AL SERIO,1006,DC
1972-05-07,LOMBARDIA,CLUSONE,NA,FIORANO AL SERIO,70,PLI
1972-05-07,LOMBARDIA,CLUSONE,NA,FIORANO AL SERIO,99,PSI
1972-05-07,LOMBARDIA,CLUSONE,NA,FIORANO AL SERIO,53,MSI
1972-05-07,LOMBARDIA,CLUSONE,NA,FIORANO AL SERIO,134,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,FIORANO AL SERIO,19,PRI
1972-05-07,LOMBARDIA,CLUSONE,NA,FONTENO,43,PCI-PSIUP
1972-05-07,LOMBARDIA,CLUSONE,NA,FONTENO,281,DC
1972-05-07,LOMBARDIA,CLUSONE,NA,FONTENO,4,PLI
1972-05-07,LOMBARDIA,CLUSONE,NA,FONTENO,29,PSI
1972-05-07,LOMBARDIA,CLUSONE,NA,FONTENO,1,MSI
1972-05-07,LOMBARDIA,CLUSONE,NA,FONTENO,14,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,FONTENO,1,PRI
1972-05-07,LOMBARDIA,CLUSONE,NA,FORESTO SPARSO,42,PCI-PSIUP
1972-05-07,LOMBARDIA,CLUSONE,NA,FORESTO SPARSO,780,DC
1972-05-07,LOMBARDIA,CLUSONE,NA,FORESTO SPARSO,8,PLI
1972-05-07,LOMBARDIA,CLUSONE,NA,FORESTO SPARSO,49,PSI
1972-05-07,LOMBARDIA,CLUSONE,NA,FORESTO SPARSO,73,MSI
1972-05-07,LOMBARDIA,CLUSONE,NA,FORESTO SPARSO,166,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,FORESTO SPARSO,3,PRI
1972-05-07,SARDEGNA,CAGLIARI,NA,SAN NICOLO' GERREI,211,PCI-PSIUP-PS.D'AZ.
1972-05-07,SARDEGNA,CAGLIARI,NA,SANT'ANDREA FRIUS,534,DC
1972-05-07,SARDEGNA,CAGLIARI,NA,SANT'ANDREA FRIUS,1,PSDI-PRI
1972-05-07,SARDEGNA,CAGLIARI,NA,SANT'ANDREA FRIUS,32,PSI
1972-05-07,SARDEGNA,CAGLIARI,NA,SANT'ANDREA FRIUS,20,PLI
1972-05-07,LOMBARDIA,BERGAMO,NA,BREMBILLA,95,PSI
1972-05-07,LOMBARDIA,BERGAMO,NA,BREMBILLA,66,MSI
1972-05-07,LOMBARDIA,BERGAMO,NA,BREMBILLA,185,PSDI
1972-05-07,LOMBARDIA,BERGAMO,NA,BREMBILLA,16,PRI
1972-05-07,LOMBARDIA,BERGAMO,NA,BRUMANO,2,PCI-PSIUP
1972-05-07,LOMBARDIA,BERGAMO,NA,BRUMANO,54,DC
1972-05-07,MARCHE,JESI-SENIGALLIA,NA,CASTELBELLINO,160,PSI
1972-05-07,MARCHE,JESI-SENIGALLIA,NA,CASTELBELLINO,404,DC
1972-05-07,MARCHE,JESI-SENIGALLIA,NA,CASTELLEONE DI SUASA,67,PSDI
1972-05-07,MARCHE,JESI-SENIGALLIA,NA,CASTELLEONE DI SUASA,3,PLI
1972-05-07,MARCHE,JESI-SENIGALLIA,NA,CASTELLEONE DI SUASA,21,MSI
1972-05-07,MARCHE,JESI-SENIGALLIA,NA,CASTELLEONE DI SUASA,25,PRI
1972-05-07,MARCHE,JESI-SENIGALLIA,NA,CASTELLEONE DI SUASA,268,PCI-PSIUP
1972-05-07,MARCHE,JESI-SENIGALLIA,NA,CASTELLEONE DI SUASA,64,PSI
1972-05-07,MARCHE,JESI-SENIGALLIA,NA,CASTELLEONE DI SUASA,465,DC
1972-05-07,MARCHE,JESI-SENIGALLIA,NA,CASTELPLANIO,158,PSDI
1972-05-07,MARCHE,JESI-SENIGALLIA,NA,CASTELPLANIO,22,PLI
1972-05-07,MARCHE,JESI-SENIGALLIA,NA,CASTELPLANIO,27,MSI
1972-05-07,PUGLIA,BARLETTA-TRANI,NA,MINERVINO MURGE,710,PSI
1972-05-07,PUGLIA,BARLETTA-TRANI,NA,MINERVINO MURGE,623,MSI
1972-05-07,TOSCANA,MONTEVARCHI,NA,BUCINE,2963,PCI-PSIUP
1972-05-07,TOSCANA,MONTEVARCHI,NA,BUCINE,1494,DC
1972-05-07,TOSCANA,MONTEVARCHI,NA,BUCINE,55,PLI
1972-05-07,TOSCANA,MONTEVARCHI,NA,BUCINE,99,PSDI
1972-05-07,TOSCANA,MONTEVARCHI,NA,BUCINE,320,PSI
1972-05-07,TOSCANA,MONTEVARCHI,NA,BUCINE,17,PRI
1972-05-07,CALABRIA,VIBO VALENTIA,NA,TROPEA,780,MSI
1972-05-07,CALABRIA,VIBO VALENTIA,NA,TROPEA,1454,DC
1972-05-07,CAMPANIA,AVELLINO,NA,QUADRELLE,27,PSI
1972-05-07,CAMPANIA,AVELLINO,NA,QUADRELLE,6,PRI
1972-05-07,LIGURIA,IMPERIA,NA,AQUILA DI ARROSCIA,0,MSI
1972-05-07,LIGURIA,IMPERIA,NA,AQUILA DI ARROSCIA,1,PSDI
1972-05-07,LIGURIA,IMPERIA,NA,AQUILA DI ARROSCIA,6,PSI
1972-05-07,LIGURIA,IMPERIA,NA,AQUILA DI ARROSCIA,159,DC
1972-05-07,LIGURIA,IMPERIA,NA,AQUILA DI ARROSCIA,2,PRI
1972-05-07,LIGURIA,IMPERIA,NA,AQUILA DI ARROSCIA,4,PLI
1972-05-07,LIGURIA,IMPERIA,NA,ARMO,9,PCI-PSIUP
1972-05-07,LIGURIA,IMPERIA,NA,ARMO,2,MSI
1972-05-07,LIGURIA,IMPERIA,NA,ARMO,0,PSDI
1972-05-07,LIGURIA,IMPERIA,NA,ARMO,12,PSI
1972-05-07,LIGURIA,IMPERIA,NA,ARMO,93,DC
1972-05-07,LOMBARDIA,BERGAMO,NA,CAPIZZONE,23,PSDI
1972-05-07,LOMBARDIA,BERGAMO,NA,CAPIZZONE,5,PRI
1972-05-07,LOMBARDIA,BERGAMO,NA,CAPRINO BERGAMASCO,190,PCI-PSIUP
1972-05-07,LOMBARDIA,BERGAMO,NA,CAPRINO BERGAMASCO,769,DC
1972-05-07,LOMBARDIA,BERGAMO,NA,CAPRINO BERGAMASCO,29,PLI
1972-05-07,LOMBARDIA,BERGAMO,NA,CAPRINO BERGAMASCO,92,PSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CAPRINO BERGAMASCO,27,MSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CAPRINO BERGAMASCO,56,PSDI
1972-05-07,LOMBARDIA,BERGAMO,NA,CAPRINO BERGAMASCO,12,PRI
1972-05-07,LOMBARDIA,BERGAMO,NA,CARONA,25,PCI-PSIUP
1972-05-07,LOMBARDIA,BERGAMO,NA,CARONA,281,DC
1972-05-07,LOMBARDIA,BERGAMO,NA,CARONA,12,PLI
1972-05-07,LOMBARDIA,BERGAMO,NA,CARONA,32,PSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CARONA,5,MSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CARONA,9,PSDI
1972-05-07,LOMBARDIA,BERGAMO,NA,CARONA,2,PRI
1972-05-07,LOMBARDIA,BERGAMO,NA,CASSIGLIO,3,PCI-PSIUP
1972-05-07,LOMBARDIA,BERGAMO,NA,CASSIGLIO,80,DC
1972-05-07,LOMBARDIA,BERGAMO,NA,CASSIGLIO,4,PLI
1972-05-07,LOMBARDIA,BERGAMO,NA,CASSIGLIO,3,PSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CASSIGLIO,1,MSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CASSIGLIO,3,PSDI
1972-05-07,LOMBARDIA,BERGAMO,NA,CASSIGLIO,1,PRI
1972-05-07,LOMBARDIA,BERGAMO,NA,CISANO BERGAMASCO,303,PCI-PSIUP
1972-05-07,LOMBARDIA,BERGAMO,NA,CISANO BERGAMASCO,1485,DC
1972-05-07,LOMBARDIA,BERGAMO,NA,CISANO BERGAMASCO,108,PLI
1972-05-07,LOMBARDIA,BERGAMO,NA,CISANO BERGAMASCO,241,PSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CISANO BERGAMASCO,75,MSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CISANO BERGAMASCO,127,PSDI
1972-05-07,LOMBARDIA,BERGAMO,NA,CISANO BERGAMASCO,23,PRI
1972-05-07,LOMBARDIA,BERGAMO,NA,CORNA IMAGNA,17,PCI-PSIUP
1972-05-07,LOMBARDIA,BERGAMO,NA,CORNA IMAGNA,202,DC
1972-05-07,LOMBARDIA,BERGAMO,NA,CORNA IMAGNA,7,PLI
1972-05-07,LOMBARDIA,BERGAMO,NA,CORNA IMAGNA,6,PSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CORNA IMAGNA,2,MSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CORNA IMAGNA,9,PSDI
1972-05-07,LOMBARDIA,BERGAMO,NA,CORNA IMAGNA,3,PRI
1972-05-07,LOMBARDIA,BERGAMO,NA,CORNALBA,7,PCI-PSIUP
1972-05-07,LOMBARDIA,BERGAMO,NA,CORNALBA,129,DC
1972-05-07,LOMBARDIA,BERGAMO,NA,CORNALBA,2,PLI
1972-05-07,LOMBARDIA,BERGAMO,NA,CORNALBA,7,PSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CORNALBA,1,MSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CORNALBA,17,PSDI
1972-05-07,LOMBARDIA,BERGAMO,NA,CORNALBA,0,PRI
1972-05-07,LOMBARDIA,BERGAMO,NA,COSTA DI SERINA,19,PCI-PSIUP
1972-05-07,LOMBARDIA,BERGAMO,NA,COSTA DI SERINA,498,DC
1972-05-07,LOMBARDIA,BERGAMO,NA,COSTA DI SERINA,7,PLI
1972-05-07,LOMBARDIA,BERGAMO,NA,COSTA DI SERINA,6,PSI
1972-05-07,LOMBARDIA,BERGAMO,NA,COSTA DI SERINA,2,MSI
1972-05-07,LOMBARDIA,BERGAMO,NA,COSTA DI SERINA,4,PSDI
1972-05-07,LOMBARDIA,BERGAMO,NA,COSTA DI SERINA,6,PRI
1972-05-07,LOMBARDIA,BERGAMO,NA,COSTA VALLE IMAGNA,4,PCI-PSIUP
1972-05-07,LOMBARDIA,BERGAMO,NA,COSTA VALLE IMAGNA,333,DC
1972-05-07,LOMBARDIA,BERGAMO,NA,COSTA VALLE IMAGNA,37,PLI
1972-05-07,LOMBARDIA,BERGAMO,NA,COSTA VALLE IMAGNA,8,PSI
1972-05-07,LOMBARDIA,BERGAMO,NA,COSTA VALLE IMAGNA,15,MSI
1972-05-07,LOMBARDIA,BERGAMO,NA,COSTA VALLE IMAGNA,40,PSDI
1972-05-07,LOMBARDIA,BERGAMO,NA,COSTA VALLE IMAGNA,3,PRI
1972-05-07,LOMBARDIA,BERGAMO,NA,CURNO,420,PCI-PSIUP
1972-05-07,LOMBARDIA,BERGAMO,NA,CURNO,1720,DC
1972-05-07,LOMBARDIA,BERGAMO,NA,CURNO,77,PLI
1972-05-07,LOMBARDIA,BERGAMO,NA,CURNO,424,PSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CURNO,155,MSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CURNO,189,PSDI
1972-05-07,LOMBARDIA,BERGAMO,NA,CURNO,37,PRI
1972-05-07,LOMBARDIA,BERGAMO,NA,CUSIO,7,PCI-PSIUP
1972-05-07,LOMBARDIA,BERGAMO,NA,CUSIO,199,DC
1972-05-07,LOMBARDIA,BERGAMO,NA,CUSIO,3,PLI
1972-05-07,LOMBARDIA,BERGAMO,NA,CUSIO,5,PSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CUSIO,1,MSI
1972-05-07,LOMBARDIA,BERGAMO,NA,CUSIO,10,PSDI
1972-05-07,LOMBARDIA,BERGAMO,NA,CUSIO,1,PRI
1972-05-07,LOMBARDIA,BERGAMO,NA,DOSSENA,73,PCI-PSIUP
1972-05-07,LOMBARDIA,BERGAMO,NA,DOSSENA,267,DC
1972-05-07,LOMBARDIA,BERGAMO,NA,DOSSENA,9,PLI
1972-05-07,LOMBARDIA,BERGAMO,NA,DOSSENA,26,PSI
1972-05-07,LOMBARDIA,BERGAMO,NA,DOSSENA,15,MSI
1972-05-07,LOMBARDIA,BERGAMO,NA,DOSSENA,15,PSDI
1972-05-07,LOMBARDIA,BERGAMO,NA,DOSSENA,3,PRI
1972-05-07,LOMBARDIA,BERGAMO,NA,FOPPOLO,1,PCI-PSIUP
1972-05-07,LOMBARDIA,BERGAMO,NA,FOPPOLO,65,DC
1972-05-07,LOMBARDIA,BERGAMO,NA,FOPPOLO,15,PLI
1972-05-07,LOMBARDIA,BERGAMO,NA,FOPPOLO,7,PSI
1972-05-07,LOMBARDIA,BERGAMO,NA,FOPPOLO,9,MSI
1972-05-07,LOMBARDIA,BERGAMO,NA,FOPPOLO,11,PSDI
1972-05-07,LOMBARDIA,BERGAMO,NA,FOPPOLO,1,PRI
1972-05-07,LOMBARDIA,BERGAMO,NA,FUIPIANO VALLE IMAGNA,4,PCI-PSIUP
1972-05-07,LOMBARDIA,BERGAMO,NA,FUIPIANO VALLE IMAGNA,134,DC
1972-05-07,LOMBARDIA,BERGAMO,NA,FUIPIANO VALLE IMAGNA,0,PLI
1972-05-07,SICILIA,AGRIGENTO,NA,CASTROFILIPPO,173,PRI
1972-05-07,SICILIA,AGRIGENTO,NA,CASTROFILIPPO,19,PLI
1972-05-07,SICILIA,AGRIGENTO,NA,CASTROFILIPPO,118,PSI
1972-05-07,SICILIA,AGRIGENTO,NA,CASTROFILIPPO,19,PSDI
1972-05-07,SICILIA,AGRIGENTO,NA,CASTROFILIPPO,99,MSI
1972-05-07,SICILIA,AGRIGENTO,NA,CASTROFILIPPO,939,DC
1972-05-07,SICILIA,AGRIGENTO,NA,CASTROFILIPPO,498,PCI-PSIUP
1972-05-07,SICILIA,AGRIGENTO,NA,FAVARA,155,PRI
1972-05-07,SICILIA,AGRIGENTO,NA,FAVARA,99,PLI
1972-05-07,SICILIA,AGRIGENTO,NA,FAVARA,3612,PSI
1972-05-07,SICILIA,AGRIGENTO,NA,FAVARA,244,PSDI
1972-05-07,SICILIA,AGRIGENTO,NA,FAVARA,555,MSI
1972-05-07,SICILIA,AGRIGENTO,NA,FAVARA,3112,DC
1972-05-07,SICILIA,AGRIGENTO,NA,FAVARA,3312,PCI-PSIUP
1972-05-07,SICILIA,AGRIGENTO,NA,GROTTE,81,PRI
1972-05-07,SICILIA,AGRIGENTO,NA,GROTTE,51,PLI
1972-05-07,SICILIA,AGRIGENTO,NA,GROTTE,417,PSI
1972-05-07,SICILIA,AGRIGENTO,NA,GROTTE,194,PSDI
1972-05-07,SICILIA,AGRIGENTO,NA,GROTTE,199,MSI
1972-05-07,SICILIA,AGRIGENTO,NA,GROTTE,1376,DC
1972-05-07,SICILIA,AGRIGENTO,NA,GROTTE,936,PCI-PSIUP
1972-05-07,SICILIA,AGRIGENTO,NA,JOPPOLO GIANCAXIO,44,PRI
1972-05-07,SICILIA,AGRIGENTO,NA,JOPPOLO GIANCAXIO,2,PLI
1972-05-07,SICILIA,AGRIGENTO,NA,JOPPOLO GIANCAXIO,104,PSI
1972-05-07,SICILIA,AGRIGENTO,NA,JOPPOLO GIANCAXIO,4,PSDI
1972-05-07,SICILIA,AGRIGENTO,NA,JOPPOLO GIANCAXIO,88,MSI
1972-05-07,SICILIA,AGRIGENTO,NA,JOPPOLO GIANCAXIO,460,DC
1972-05-07,SICILIA,AGRIGENTO,NA,JOPPOLO GIANCAXIO,112,PCI-PSIUP
1972-05-07,SICILIA,AGRIGENTO,NA,LICATA,134,PRI
1972-05-07,SICILIA,AGRIGENTO,NA,LICATA,130,PLI
1972-05-07,SICILIA,AGRIGENTO,NA,LICATA,1157,PSI
1972-05-07,SICILIA,AGRIGENTO,NA,LICATA,7295,PSDI
1972-05-07,SICILIA,AGRIGENTO,NA,LICATA,803,MSI
1972-05-07,SICILIA,AGRIGENTO,NA,LICATA,2780,DC
1972-05-07,SICILIA,AGRIGENTO,NA,LICATA,2931,PCI-PSIUP
1972-05-07,SICILIA,AGRIGENTO,NA,NARO,164,PRI
1972-05-07,SICILIA,AGRIGENTO,NA,NARO,54,PLI
1972-05-07,SICILIA,AGRIGENTO,NA,NARO,614,PSI
1972-05-07,SICILIA,AGRIGENTO,NA,NARO,250,PSDI
1972-05-07,SICILIA,AGRIGENTO,NA,NARO,550,MSI
1972-05-07,SICILIA,AGRIGENTO,NA,NARO,2385,DC
1972-05-07,SICILIA,AGRIGENTO,NA,NARO,2146,PCI-PSIUP
1972-05-07,SICILIA,AGRIGENTO,NA,PALMA DI MONTECHIARO,434,PRI
1972-05-07,SICILIA,AGRIGENTO,NA,PALMA DI MONTECHIARO,75,PLI
1972-05-07,SICILIA,AGRIGENTO,NA,PALMA DI MONTECHIARO,1634,PSI
1972-05-07,SICILIA,AGRIGENTO,NA,PALMA DI MONTECHIARO,778,PSDI
1972-05-07,SICILIA,AGRIGENTO,NA,PALMA DI MONTECHIARO,483,MSI
1972-05-07,SICILIA,AGRIGENTO,NA,PALMA DI MONTECHIARO,2776,DC
1972-05-07,SICILIA,AGRIGENTO,NA,PALMA DI MONTECHIARO,2242,PCI-PSIUP
1972-05-07,SICILIA,AGRIGENTO,NA,PORTO EMPEDOCLE,94,PRI
1972-05-07,SICILIA,AGRIGENTO,NA,PORTO EMPEDOCLE,96,PLI
1972-05-07,SICILIA,AGRIGENTO,NA,PORTO EMPEDOCLE,1272,PSI
1972-05-07,SICILIA,AGRIGENTO,NA,PORTO EMPEDOCLE,147,PSDI
1972-05-07,SICILIA,AGRIGENTO,NA,PORTO EMPEDOCLE,1410,MSI
1972-05-07,PIEMONTE,CASALE MONFERRATO-CHIVASSO,NA,OZZANO MONFERRATO,230,PSI
1972-05-07,PIEMONTE,CASALE MONFERRATO-CHIVASSO,NA,OZZANO MONFERRATO,98,PLI
1972-05-07,PIEMONTE,CASALE MONFERRATO-CHIVASSO,NA,OZZANO MONFERRATO,502,PCI-PSIUP
1972-05-07,PIEMONTE,CASALE MONFERRATO-CHIVASSO,NA,OZZANO MONFERRATO,304,DC
1972-05-07,TRENTINO-ALTO ADIGE,TRENTO,NA,GRUMES,4,MSI
1972-05-07,TRENTINO-ALTO ADIGE,TRENTO,NA,GRUMES,7,PPST-PPTT
1972-05-07,TRENTINO-ALTO ADIGE,TRENTO,NA,GRUMES,217,DC
1972-05-07,TRENTINO-ALTO ADIGE,TRENTO,NA,GRUMES,17,PCI-PSIUP
1972-05-07,VENETO,BELLUNO,NA,BELLUNO,1121,PRI
1972-05-07,VENETO,BELLUNO,NA,BELLUNO,1076,MSI
1972-05-07,VENETO,BELLUNO,NA,BELLUNO,2653,PSI
1972-05-07,VENETO,BELLUNO,NA,BELLUNO,8775,DC
1972-05-07,VENETO,BELLUNO,NA,BORCA DI CADORE,52,PCI-PSIUP
1972-05-07,VENETO,BELLUNO,NA,BORCA DI CADORE,31,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,VILLONGO,37,MSI
1972-05-07,LOMBARDIA,CLUSONE,NA,VILLONGO,321,PSDI
1972-05-07,LOMBARDIA,CLUSONE,NA,VILLONGO,12,PRI
1972-05-07,LOMBARDIA,CLUSONE,NA,VILMINORE DI SCALVE,51,PCI-PSIUP
1972-05-07,LOMBARDIA,CLUSONE,NA,VILMINORE DI SCALVE,749,DC
1972-05-07,LOMBARDIA,CLUSONE,NA,VILMINORE DI SCALVE,18,PLI
1972-05-07,LOMBARDIA,CLUSONE,NA,VILMINORE DI SCALVE,21,PSI
1972-05-07,LOMBARDIA,CLUSONE,NA,VILMINORE DI SCALVE,17,MSI
1972-05-07,MOLISE,CAMPOBASSO-ISERNIA,NA,RIONERO SANNITICO,14,MSI
1972-05-07,MOLISE,CAMPOBASSO-ISERNIA,NA,RIONERO SANNITICO,5,PRI
1972-05-07,MOLISE,CAMPOBASSO-ISERNIA,NA,ROCCAMANDOLFI,6,PLI
1972-05-07,MOLISE,CAMPOBASSO-ISERNIA,NA,ROCCAMANDOLFI,20,PSDI
1972-05-07,MOLISE,CAMPOBASSO-ISERNIA,NA,ROCCAMANDOLFI,185,PCI-PSIUP-PSI
1972-05-07,MOLISE,CAMPOBASSO-ISERNIA,NA,ROCCAMANDOLFI,437,DC
